"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"01/13/2017 00:05:00","CAPITL",61757,22.62,1.36,0.00
"01/13/2017 00:05:00","CENTRL",61754,21.72,0.47,0.00
"01/13/2017 00:05:00","DUNWOD",61760,22.96,1.70,0.00
"01/13/2017 00:05:00","GENESE",61753,21.39,0.13,0.00
"01/13/2017 00:05:00","H Q",61844,20.58,-0.68,0.00
"01/13/2017 00:05:00","HUD VL",61758,23.02,1.76,0.00
"01/13/2017 00:05:00","LONGIL",61762,22.98,1.72,-0.01
"01/13/2017 00:05:00","MHK VL",61756,21.89,0.64,0.00
"01/13/2017 00:05:00","MILLWD",61759,22.96,1.70,0.00
"01/13/2017 00:05:00","N.Y.C.",61761,23.17,1.91,0.00
"01/13/2017 00:05:00","NORTH",61755,20.30,-0.96,0.00
"01/13/2017 00:05:00","NPX",61845,24.19,1.36,-1.57
"01/13/2017 00:05:00","O H",61846,21.00,-0.25,0.00
"01/13/2017 00:05:00","PJM",61847,22.02,0.76,0.00
"01/13/2017 00:05:00","WEST",61752,21.28,0.02,0.00
"01/13/2017 00:10:00","CAPITL",61757,22.68,1.38,0.00
"01/13/2017 00:10:00","CENTRL",61754,21.68,0.38,0.00
"01/13/2017 00:10:00","DUNWOD",61760,23.02,1.72,0.00
"01/13/2017 00:10:00","GENESE",61753,21.28,-0.02,0.00
"01/13/2017 00:10:00","H Q",61844,20.66,-0.64,0.00
"01/13/2017 00:10:00","HUD VL",61758,23.07,1.77,0.00
"01/13/2017 00:10:00","LONGIL",61762,23.07,1.77,-0.01
"01/13/2017 00:10:00","MHK VL",61756,21.89,0.60,0.00
"01/13/2017 00:10:00","MILLWD",61759,23.02,1.72,0.00
"01/13/2017 00:10:00","N.Y.C.",61761,23.24,1.94,0.00
"01/13/2017 00:10:00","NORTH",61755,20.38,-0.92,0.00
"01/13/2017 00:10:00","NPX",61845,24.25,1.38,-1.57
"01/13/2017 00:10:00","O H",61846,20.83,-0.47,0.00
"01/13/2017 00:10:00","PJM",61847,21.94,0.64,0.00
"01/13/2017 00:10:00","WEST",61752,21.09,-0.21,0.00
"01/13/2017 00:15:00","CAPITL",61757,25.54,1.51,0.00
"01/13/2017 00:15:00","CENTRL",61754,24.46,0.43,0.00
"01/13/2017 00:15:00","DUNWOD",61760,25.92,1.90,0.00
"01/13/2017 00:15:00","GENESE",61753,24.05,0.02,0.00
"01/13/2017 00:15:00","H Q",61844,23.33,-0.70,0.00
"01/13/2017 00:15:00","HUD VL",61758,25.95,1.92,0.00
"01/13/2017 00:15:00","LONGIL",61762,26.02,1.99,0.00
"01/13/2017 00:15:00","MHK VL",61756,24.70,0.67,0.00
"01/13/2017 00:15:00","MILLWD",61759,25.90,1.88,0.00
"01/13/2017 00:15:00","N.Y.C.",61761,26.14,2.11,0.00
"01/13/2017 00:15:00","NORTH",61755,23.09,-0.94,0.00
"01/13/2017 00:15:00","NPX",61845,27.11,1.51,-1.57
"01/13/2017 00:15:00","O H",61846,23.55,-0.48,0.00
"01/13/2017 00:15:00","PJM",61847,24.77,0.75,0.00
"01/13/2017 00:15:00","WEST",61752,23.83,-0.19,0.00
"01/13/2017 00:20:00","CAPITL",61757,26.49,1.52,0.00
"01/13/2017 00:20:00","CENTRL",61754,25.47,0.50,0.00
"01/13/2017 00:20:00","DUNWOD",61760,26.94,1.97,0.00
"01/13/2017 00:20:00","GENESE",61753,25.07,0.10,0.00
"01/13/2017 00:20:00","H Q",61844,24.22,-0.75,0.00
"01/13/2017 00:20:00","HUD VL",61758,26.97,2.00,0.00
"01/13/2017 00:20:00","LONGIL",61762,27.04,2.07,0.00
"01/13/2017 00:20:00","MHK VL",61756,25.67,0.70,0.00
"01/13/2017 00:20:00","MILLWD",61759,26.94,1.97,0.00
"01/13/2017 00:20:00","N.Y.C.",61761,27.19,2.22,0.00
"01/13/2017 00:20:00","NORTH",61755,23.97,-1.00,0.00
"01/13/2017 00:20:00","NPX",61845,26.49,1.52,0.00
"01/13/2017 00:20:00","O H",61846,24.59,-0.37,0.00
"01/13/2017 00:20:00","PJM",61847,25.79,0.82,0.00
"01/13/2017 00:20:00","WEST",61752,24.92,-0.05,0.00
"01/13/2017 00:25:00","CAPITL",61757,25.52,1.49,0.00
"01/13/2017 00:25:00","CENTRL",61754,24.46,0.43,0.00
"01/13/2017 00:25:00","DUNWOD",61760,25.88,1.85,0.00
"01/13/2017 00:25:00","GENESE",61753,24.03,0.00,0.00
"01/13/2017 00:25:00","H Q",61844,23.35,-0.67,0.00
"01/13/2017 00:25:00","HUD VL",61758,25.92,1.90,0.00
"01/13/2017 00:25:00","LONGIL",61762,26.02,1.99,0.00
"01/13/2017 00:25:00","MHK VL",61756,24.70,0.67,0.00
"01/13/2017 00:25:00","MILLWD",61759,25.88,1.85,0.00
"01/13/2017 00:25:00","N.Y.C.",61761,26.12,2.09,0.00
"01/13/2017 00:25:00","NORTH",61755,23.11,-0.91,0.00
"01/13/2017 00:25:00","NPX",61845,25.49,1.47,0.00
"01/13/2017 00:25:00","O H",61846,23.55,-0.48,0.00
"01/13/2017 00:25:00","PJM",61847,24.72,0.70,0.00
"01/13/2017 00:25:00","WEST",61752,23.83,-0.19,0.00
"01/13/2017 00:30:00","CAPITL",61757,25.52,1.47,0.00
"01/13/2017 00:30:00","CENTRL",61754,24.51,0.46,0.00
"01/13/2017 00:30:00","DUNWOD",61760,25.88,1.83,0.00
"01/13/2017 00:30:00","GENESE",61753,24.15,0.10,0.00
"01/13/2017 00:30:00","H Q",61844,23.38,-0.67,0.00
"01/13/2017 00:30:00","HUD VL",61758,25.93,1.88,0.00
"01/13/2017 00:30:00","LONGIL",61762,26.02,1.97,0.00
"01/13/2017 00:30:00","MHK VL",61756,24.70,0.65,0.00
"01/13/2017 00:30:00","MILLWD",61759,25.88,1.83,0.00
"01/13/2017 00:30:00","N.Y.C.",61761,26.09,2.04,0.00
"01/13/2017 00:30:00","NORTH",61755,23.16,-0.89,0.00
"01/13/2017 00:30:00","NPX",61845,25.49,1.44,0.00
"01/13/2017 00:30:00","O H",61846,23.69,-0.36,0.00
"01/13/2017 00:30:00","PJM",61847,24.80,0.75,0.00
"01/13/2017 00:30:00","WEST",61752,23.98,-0.07,0.00
"01/13/2017 00:35:00","CAPITL",61757,25.54,1.47,0.00
"01/13/2017 00:35:00","CENTRL",61754,24.53,0.46,0.00
"01/13/2017 00:35:00","DUNWOD",61760,25.86,1.78,0.00
"01/13/2017 00:35:00","GENESE",61753,24.20,0.12,0.00
"01/13/2017 00:35:00","H Q",61844,23.40,-0.67,0.00
"01/13/2017 00:35:00","HUD VL",61758,25.90,1.83,0.00
"01/13/2017 00:35:00","LONGIL",61762,25.98,1.90,0.00
"01/13/2017 00:35:00","MHK VL",61756,24.72,0.65,0.00
"01/13/2017 00:35:00","MILLWD",61759,25.86,1.78,0.00
"01/13/2017 00:35:00","N.Y.C.",61761,26.07,2.00,0.00
"01/13/2017 00:35:00","NORTH",61755,23.21,-0.87,0.00
"01/13/2017 00:35:00","NPX",61845,25.52,1.44,0.00
"01/13/2017 00:35:00","O H",61846,23.74,-0.34,0.00
"01/13/2017 00:35:00","PJM",61847,24.80,0.72,0.00
"01/13/2017 00:35:00","WEST",61752,24.05,-0.02,0.00
"01/13/2017 00:40:00","CAPITL",61757,21.21,1.24,0.00
"01/13/2017 00:40:00","CENTRL",61754,20.35,0.38,0.00
"01/13/2017 00:40:00","DUNWOD",61760,21.45,1.48,0.00
"01/13/2017 00:40:00","GENESE",61753,20.11,0.14,0.00
"01/13/2017 00:40:00","H Q",61844,19.41,-0.56,0.00
"01/13/2017 00:40:00","HUD VL",61758,21.47,1.50,0.00
"01/13/2017 00:40:00","LONGIL",61762,21.53,1.56,0.00
"01/13/2017 00:40:00","MHK VL",61756,20.49,0.52,0.00
"01/13/2017 00:40:00","MILLWD",61759,21.43,1.46,0.00
"01/13/2017 00:40:00","N.Y.C.",61761,21.61,1.64,0.00
"01/13/2017 00:40:00","NORTH",61755,19.25,-0.72,0.00
"01/13/2017 00:40:00","NPX",61845,21.17,1.20,0.00
"01/13/2017 00:40:00","O H",61846,19.73,-0.24,0.00
"01/13/2017 00:40:00","PJM",61847,20.57,0.60,0.00
"01/13/2017 00:40:00","WEST",61752,19.99,0.02,0.00
"01/13/2017 00:45:00","CAPITL",61757,21.21,1.22,0.00
"01/13/2017 00:45:00","CENTRL",61754,20.35,0.36,0.00
"01/13/2017 00:45:00","DUNWOD",61760,21.45,1.46,0.00
