"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"01/30/2017 00:05:00","CAPITL",61757,24.84,1.43,0.00
"01/30/2017 00:05:00","CENTRL",61754,23.57,0.17,0.00
"01/30/2017 00:05:00","DUNWOD",61760,25.00,1.59,0.00
"01/30/2017 00:05:00","GENESE",61753,22.89,-0.52,0.00
"01/30/2017 00:05:00","H Q",61844,22.80,-0.61,0.00
"01/30/2017 00:05:00","HUD VL",61758,25.07,1.66,0.00
"01/30/2017 00:05:00","LONGIL",61762,25.47,2.06,0.00
"01/30/2017 00:05:00","MHK VL",61756,24.16,0.75,0.00
"01/30/2017 00:05:00","MILLWD",61759,25.07,1.66,0.00
"01/30/2017 00:05:00","N.Y.C.",61761,25.07,1.66,0.00
"01/30/2017 00:05:00","NORTH",61755,22.82,-0.58,0.00
"01/30/2017 00:05:00","NPX",61845,24.86,1.45,0.00
"01/30/2017 00:05:00","O H",61846,21.98,-1.43,0.00
"01/30/2017 00:05:00","PJM",61847,19.91,0.05,3.55
"01/30/2017 00:05:00","WEST",61752,22.40,-1.01,0.00
"01/30/2017 00:10:00","CAPITL",61757,22.84,1.31,0.00
"01/30/2017 00:10:00","CENTRL",61754,21.64,0.11,0.00
"01/30/2017 00:10:00","DUNWOD",61760,22.99,1.46,0.00
"01/30/2017 00:10:00","GENESE",61753,21.07,-0.45,0.00
"01/30/2017 00:10:00","H Q",61844,20.99,-0.54,0.00
"01/30/2017 00:10:00","HUD VL",61758,23.06,1.53,0.00
"01/30/2017 00:10:00","LONGIL",61762,23.42,1.89,0.00
"01/30/2017 00:10:00","MHK VL",61756,22.22,0.69,0.00
"01/30/2017 00:10:00","MILLWD",61759,23.06,1.53,0.00
"01/30/2017 00:10:00","N.Y.C.",61761,23.08,1.55,0.00
"01/30/2017 00:10:00","NORTH",61755,20.99,-0.54,0.00
"01/30/2017 00:10:00","NPX",61845,22.89,1.36,0.00
"01/30/2017 00:10:00","O H",61846,20.24,-1.29,0.00
"01/30/2017 00:10:00","PJM",61847,17.98,0.00,3.55
"01/30/2017 00:10:00","WEST",61752,20.64,-0.88,0.00
"01/30/2017 00:15:00","CAPITL",61757,27.92,1.58,0.00
"01/30/2017 00:15:00","CENTRL",61754,26.47,0.13,0.00
"01/30/2017 00:15:00","DUNWOD",61760,28.05,1.71,0.00
"01/30/2017 00:15:00","GENESE",61753,25.71,-0.63,0.00
"01/30/2017 00:15:00","H Q",61844,25.68,-0.66,0.00
"01/30/2017 00:15:00","HUD VL",61758,28.13,1.79,0.00
"01/30/2017 00:15:00","LONGIL",61762,28.52,2.18,0.00
"01/30/2017 00:15:00","MHK VL",61756,27.18,0.84,0.00
"01/30/2017 00:15:00","MILLWD",61759,28.13,1.79,0.00
"01/30/2017 00:15:00","N.Y.C.",61761,28.10,1.76,0.00
"01/30/2017 00:15:00","NORTH",61755,25.71,-0.63,0.00
"01/30/2017 00:15:00","NPX",61845,27.95,1.61,0.00
"01/30/2017 00:15:00","O H",61846,24.65,-1.69,0.00
"01/30/2017 00:15:00","PJM",61847,22.77,-0.03,3.55
"01/30/2017 00:15:00","WEST",61752,25.10,-1.24,0.00
"01/30/2017 00:20:00","CAPITL",61757,26.34,1.49,0.00
"01/30/2017 00:20:00","CENTRL",61754,25.00,0.15,0.00
"01/30/2017 00:20:00","DUNWOD",61760,26.46,1.61,0.00
"01/30/2017 00:20:00","GENESE",61753,24.23,-0.62,0.00
"01/30/2017 00:20:00","H Q",61844,24.23,-0.62,0.00
"01/30/2017 00:20:00","HUD VL",61758,26.54,1.69,0.00
"01/30/2017 00:20:00","LONGIL",61762,26.96,2.11,0.00
"01/30/2017 00:20:00","MHK VL",61756,25.64,0.79,0.00
"01/30/2017 00:20:00","MILLWD",61759,26.54,1.69,0.00
"01/30/2017 00:20:00","N.Y.C.",61761,26.51,1.67,0.00
"01/30/2017 00:20:00","NORTH",61755,24.28,-0.57,0.00
"01/30/2017 00:20:00","NPX",61845,26.36,1.52,0.00
"01/30/2017 00:20:00","O H",61846,23.26,-1.59,0.00
"01/30/2017 00:20:00","PJM",61847,24.82,-0.02,0.00
"01/30/2017 00:20:00","WEST",61752,23.66,-1.19,0.00
"01/30/2017 00:25:00","CAPITL",61757,27.15,1.56,0.00
"01/30/2017 00:25:00","CENTRL",61754,25.75,0.15,0.00
"01/30/2017 00:25:00","DUNWOD",61760,27.23,1.64,0.00
"01/30/2017 00:25:00","GENESE",61753,24.95,-0.64,0.00
"01/30/2017 00:25:00","H Q",61844,24.95,-0.64,0.00
"01/30/2017 00:25:00","HUD VL",61758,27.33,1.74,0.00
"01/30/2017 00:25:00","LONGIL",61762,27.77,2.17,0.00
"01/30/2017 00:25:00","MHK VL",61756,26.41,0.82,0.00
"01/30/2017 00:25:00","MILLWD",61759,27.31,1.71,0.00
"01/30/2017 00:25:00","N.Y.C.",61761,27.28,1.69,0.00
"01/30/2017 00:25:00","NORTH",61755,25.01,-0.59,0.00
"01/30/2017 00:25:00","NPX",61845,27.18,1.59,0.00
"01/30/2017 00:25:00","O H",61846,23.95,-1.64,0.00
"01/30/2017 00:25:00","PJM",61847,25.57,-0.03,0.00
"01/30/2017 00:25:00","WEST",61752,24.37,-1.23,0.00
"01/30/2017 00:30:00","CAPITL",61757,28.86,1.66,0.00
"01/30/2017 00:30:00","CENTRL",61754,27.39,0.19,0.00
"01/30/2017 00:30:00","DUNWOD",61760,28.92,1.71,0.00
"01/30/2017 00:30:00","GENESE",61753,26.55,-0.65,0.00
"01/30/2017 00:30:00","H Q",61844,26.52,-0.68,0.00
"01/30/2017 00:30:00","HUD VL",61758,29.03,1.82,0.00
"01/30/2017 00:30:00","LONGIL",61762,29.52,2.31,0.00
"01/30/2017 00:30:00","MHK VL",61756,28.07,0.87,0.00
"01/30/2017 00:30:00","MILLWD",61759,29.00,1.79,0.00
"01/30/2017 00:30:00","N.Y.C.",61761,28.97,1.77,0.00
"01/30/2017 00:30:00","NORTH",61755,26.58,-0.62,0.00
"01/30/2017 00:30:00","NPX",61845,28.89,1.69,0.00
"01/30/2017 00:30:00","O H",61846,25.52,-1.69,0.00
"01/30/2017 00:30:00","PJM",61847,27.23,0.03,0.00
"01/30/2017 00:30:00","WEST",61752,25.95,-1.25,0.00
"01/30/2017 00:35:00","CAPITL",61757,28.90,1.64,0.00
"01/30/2017 00:35:00","CENTRL",61754,27.51,0.24,0.00
"01/30/2017 00:35:00","DUNWOD",61760,28.95,1.69,0.00
"01/30/2017 00:35:00","GENESE",61753,26.58,-0.68,0.00
"01/30/2017 00:35:00","H Q",61844,26.58,-0.68,0.00
"01/30/2017 00:35:00","HUD VL",61758,29.06,1.80,0.00
"01/30/2017 00:35:00","LONGIL",61762,29.66,2.40,0.00
"01/30/2017 00:35:00","MHK VL",61756,28.13,0.87,0.00
"01/30/2017 00:35:00","MILLWD",61759,29.03,1.77,0.00
"01/30/2017 00:35:00","N.Y.C.",61761,29.01,1.75,0.00
"01/30/2017 00:35:00","NORTH",61755,26.64,-0.63,0.00
"01/30/2017 00:35:00","NPX",61845,28.93,1.66,0.00
"01/30/2017 00:35:00","O H",61846,25.60,-1.66,0.00
"01/30/2017 00:35:00","PJM",61847,27.34,0.08,0.00
"01/30/2017 00:35:00","WEST",61752,26.01,-1.25,0.00
"01/30/2017 00:40:00","CAPITL",61757,28.71,1.62,0.00
"01/30/2017 00:40:00","CENTRL",61754,27.38,0.30,0.00
"01/30/2017 00:40:00","DUNWOD",61760,28.74,1.65,0.00
"01/30/2017 00:40:00","GENESE",61753,26.51,-0.57,0.00
"01/30/2017 00:40:00","H Q",61844,26.41,-0.68,0.00
"01/30/2017 00:40:00","HUD VL",61758,28.84,1.76,0.00
"01/30/2017 00:40:00","LONGIL",61762,29.47,2.38,0.00
"01/30/2017 00:40:00","MHK VL",61756,27.95,0.87,0.00
"01/30/2017 00:40:00","MILLWD",61759,28.82,1.73,0.00
"01/30/2017 00:40:00","N.Y.C.",61761,28.79,1.71,0.00
"01/30/2017 00:40:00","NORTH",61755,26.46,-0.62,0.00
"01/30/2017 00:40:00","NPX",61845,28.71,1.62,0.00
"01/30/2017 00:40:00","O H",61846,25.57,-1.52,0.00
"01/30/2017 00:40:00","PJM",61847,27.22,0.14,0.00
"01/30/2017 00:40:00","WEST",61752,26.00,-1.08,0.00
