"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/14/2017","01/11/2017","Actual","ALB",50,37,43,34
"01/14/2017","01/11/2017","Actual","ART",48,37,41,35
"01/14/2017","01/11/2017","Actual","BGM",42,27,40,26
"01/14/2017","01/11/2017","Actual","BUF",51,36,46,33
"01/14/2017","01/11/2017","Actual","ELM",49,32,43,29
"01/14/2017","01/11/2017","Actual","HPN",52,41,44,39
"01/14/2017","01/11/2017","Actual","ISP",50,42,45,42
"01/14/2017","01/11/2017","Actual","JFK",50,43,45,40
"01/14/2017","01/11/2017","Actual","LGA",53,44,45,41
"01/14/2017","01/11/2017","Actual","MSS",48,35,38,32
"01/14/2017","01/11/2017","Actual","MSV",43,28,40,28
"01/14/2017","01/11/2017","Actual","PLB",46,35,38,33
"01/14/2017","01/11/2017","Actual","POU",49,37,42,35
"01/14/2017","01/11/2017","Actual","ROC",51,39,44,34
"01/14/2017","01/11/2017","Actual","SWF",48,37,43,36
"01/14/2017","01/11/2017","Actual","SYR",48,33,43,30
"01/14/2017","01/11/2017","Actual","UCA",45,33,40,31
"01/14/2017","01/12/2017","Actual","ALB",53,44,51,42
"01/14/2017","01/12/2017","Actual","ART",53,35,52,34
"01/14/2017","01/12/2017","Actual","BGM",50,39,49,39
"01/14/2017","01/12/2017","Actual","BUF",57,34,54,32
"01/14/2017","01/12/2017","Actual","ELM",54,43,51,42
"01/14/2017","01/12/2017","Actual","HPN",63,43,56,43
"01/14/2017","01/12/2017","Actual","ISP",54,47,51,47
"01/14/2017","01/12/2017","Actual","JFK",59,46,53,44
"01/14/2017","01/12/2017","Actual","LGA",67,47,57,45
"01/14/2017","01/12/2017","Actual","MSS",50,33,49,32
"01/14/2017","01/12/2017","Actual","MSV",52,39,52,38
"01/14/2017","01/12/2017","Actual","PLB",43,37,42,34
"01/14/2017","01/12/2017","Actual","POU",56,40,53,40
"01/14/2017","01/12/2017","Actual","ROC",56,37,54,35
"01/14/2017","01/12/2017","Actual","SWF",59,41,55,41
"01/14/2017","01/12/2017","Actual","SYR",54,36,52,36
"01/14/2017","01/12/2017","Actual","UCA",51,37,50,37
"01/14/2017","01/13/2017","Actual","ALB",44,23,41,19
"01/14/2017","01/13/2017","Actual","ART",33,13,32,11
"01/14/2017","01/13/2017","Actual","BGM",39,20,39,18
"01/14/2017","01/13/2017","Actual","BUF",33,23,31,20
"01/14/2017","01/13/2017","Actual","ELM",42,19,38,17
"01/14/2017","01/13/2017","Actual","HPN",61,30,55,25
"01/14/2017","01/13/2017","Actual","ISP",55,31,52,26
"01/14/2017","01/13/2017","Actual","JFK",57,34,53,27
"01/14/2017","01/13/2017","Actual","LGA",63,34,56,28
"01/14/2017","01/13/2017","Actual","MSS",34,10,33,8
"01/14/2017","01/13/2017","Actual","MSV",48,21,48,18
"01/14/2017","01/13/2017","Actual","PLB",38,10,36,8
"01/14/2017","01/13/2017","Actual","POU",55,26,53,22
"01/14/2017","01/13/2017","Actual","ROC",36,23,34,20
"01/14/2017","01/13/2017","Actual","SWF",57,25,55,22
"01/14/2017","01/13/2017","Actual","SYR",35,22,35,19
"01/14/2017","01/13/2017","Actual","UCA",36,21,36,18
"01/14/2017","01/14/2017","Forecast","ALB",30,16,25,14
"01/14/2017","01/14/2017","Forecast","ART",27,7,23,6
"01/14/2017","01/14/2017","Forecast","BGM",28,18,25,16
"01/14/2017","01/14/2017","Forecast","BUF",31,20,27,18
"01/14/2017","01/14/2017","Forecast","ELM",35,20,30,18
"01/14/2017","01/14/2017","Forecast","HPN",32,25,29,21
"01/14/2017","01/14/2017","Forecast","ISP",35,27,30,23
"01/14/2017","01/14/2017","Forecast","JFK",36,30,33,24
"01/14/2017","01/14/2017","Forecast","LGA",37,31,33,26
"01/14/2017","01/14/2017","Forecast","MSS",21,3,19,2
"01/14/2017","01/14/2017","Forecast","MSV",29,18,25,16
"01/14/2017","01/14/2017","Forecast","PLB",24,6,19,5
"01/14/2017","01/14/2017","Forecast","POU",32,20,27,17
"01/14/2017","01/14/2017","Forecast","ROC",32,20,27,18
"01/14/2017","01/14/2017","Forecast","SWF",32,22,28,19
"01/14/2017","01/14/2017","Forecast","SYR",31,15,26,13
"01/14/2017","01/14/2017","Forecast","UCA",29,10,24,9
"01/14/2017","01/15/2017","Forecast","ALB",33,23,27,20
"01/14/2017","01/15/2017","Forecast","ART",25,19,22,17
"01/14/2017","01/15/2017","Forecast","BGM",27,20,24,18
"01/14/2017","01/15/2017","Forecast","BUF",30,22,27,21
"01/14/2017","01/15/2017","Forecast","ELM",33,21,28,19
"01/14/2017","01/15/2017","Forecast","HPN",38,28,31,24
"01/14/2017","01/15/2017","Forecast","ISP",38,28,32,25
"01/14/2017","01/15/2017","Forecast","JFK",40,32,33,29
"01/14/2017","01/15/2017","Forecast","LGA",41,33,34,29
"01/14/2017","01/15/2017","Forecast","MSS",21,13,19,12
"01/14/2017","01/15/2017","Forecast","MSV",31,21,26,19
"01/14/2017","01/15/2017","Forecast","PLB",23,14,20,12
"01/14/2017","01/15/2017","Forecast","POU",37,23,30,21
"01/14/2017","01/15/2017","Forecast","ROC",31,24,27,22
"01/14/2017","01/15/2017","Forecast","SWF",37,25,30,22
"01/14/2017","01/15/2017","Forecast","SYR",28,22,25,20
"01/14/2017","01/15/2017","Forecast","UCA",26,18,23,17
