"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"01/22/2017 00:05:00","CAPITL",61757,19.95,0.58,-10.21
"01/22/2017 00:05:00","CENTRL",61754,10.42,-0.01,-1.26
"01/22/2017 00:05:00","DUNWOD",61760,17.47,0.73,-7.57
"01/22/2017 00:05:00","GENESE",61753,9.88,-0.31,-1.03
"01/22/2017 00:05:00","H Q",61844,8.93,-0.24,0.00
"01/22/2017 00:05:00","HUD VL",61758,17.46,0.73,-7.56
"01/22/2017 00:05:00","LONGIL",61762,17.80,1.06,-7.57
"01/22/2017 00:05:00","MHK VL",61756,10.73,0.22,-1.34
"01/22/2017 00:05:00","MILLWD",61759,17.55,0.74,-7.64
"01/22/2017 00:05:00","N.Y.C.",61761,17.54,0.81,-7.57
"01/22/2017 00:05:00","NORTH",61755,8.96,-0.21,0.00
"01/22/2017 00:05:00","NPX",61845,18.84,0.56,-9.11
"01/22/2017 00:05:00","O H",61846,9.90,-0.62,-1.35
"01/22/2017 00:05:00","PJM",61847,13.48,0.06,-4.26
"01/22/2017 00:05:00","WEST",61752,9.96,-0.52,-1.31
"01/22/2017 00:10:00","CAPITL",61757,11.06,0.66,0.00
"01/22/2017 00:10:00","CENTRL",61754,10.45,0.05,0.00
"01/22/2017 00:10:00","DUNWOD",61760,11.21,0.81,0.00
"01/22/2017 00:10:00","GENESE",61753,10.11,-0.29,0.00
"01/22/2017 00:10:00","H Q",61844,10.12,-0.28,0.00
"01/22/2017 00:10:00","HUD VL",61758,11.21,0.81,0.00
"01/22/2017 00:10:00","LONGIL",61762,11.54,1.14,0.00
"01/22/2017 00:10:00","MHK VL",61756,10.66,0.26,0.00
"01/22/2017 00:10:00","MILLWD",61759,11.22,0.82,0.00
"01/22/2017 00:10:00","N.Y.C.",61761,11.28,0.88,0.00
"01/22/2017 00:10:00","NORTH",61755,10.14,-0.26,0.00
"01/22/2017 00:10:00","NPX",61845,11.02,0.62,0.00
"01/22/2017 00:10:00","O H",61846,9.82,-0.58,0.00
"01/22/2017 00:10:00","PJM",61847,10.55,0.15,0.00
"01/22/2017 00:10:00","WEST",61752,9.94,-0.46,0.00
"01/22/2017 00:15:00","CAPITL",61757,11.22,0.68,0.00
"01/22/2017 00:15:00","CENTRL",61754,10.53,-0.01,0.00
