"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"01/25/2017 00:05:00","CAPITL",61757,29.40,1.74,0.00
"01/25/2017 00:05:00","CENTRL",61754,27.60,-0.06,0.00
"01/25/2017 00:05:00","DUNWOD",61760,29.92,2.27,0.00
"01/25/2017 00:05:00","GENESE",61753,26.63,-1.02,0.00
"01/25/2017 00:05:00","H Q",61844,26.99,-0.66,0.00
"01/25/2017 00:05:00","HUD VL",61758,29.89,2.24,0.00
"01/25/2017 00:05:00","LONGIL",61762,30.67,3.01,0.00
"01/25/2017 00:05:00","MHK VL",61756,28.46,0.80,0.00
"01/25/2017 00:05:00","MILLWD",61759,29.95,2.29,0.00
"01/25/2017 00:05:00","N.Y.C.",61761,30.12,2.46,0.00
"01/25/2017 00:05:00","NORTH",61755,27.18,-0.47,0.00
"01/25/2017 00:05:00","NPX",61845,29.37,1.72,0.00
"01/25/2017 00:05:00","O H",61846,25.50,-2.16,0.00
"01/25/2017 00:05:00","PJM",61847,27.74,0.08,0.00
"01/25/2017 00:05:00","WEST",61752,25.88,-1.77,0.00
"01/25/2017 00:10:00","CAPITL",61757,29.34,1.71,0.00
"01/25/2017 00:10:00","CENTRL",61754,27.62,0.00,0.00
"01/25/2017 00:10:00","DUNWOD",61760,29.84,2.21,0.00
"01/25/2017 00:10:00","GENESE",61753,26.63,-0.99,0.00
"01/25/2017 00:10:00","H Q",61844,26.94,-0.69,0.00
"01/25/2017 00:10:00","HUD VL",61758,29.84,2.21,0.00
"01/25/2017 00:10:00","LONGIL",61762,30.56,2.93,-0.01
"01/25/2017 00:10:00","MHK VL",61756,28.43,0.80,0.00
"01/25/2017 00:10:00","MILLWD",61759,29.89,2.27,0.00
"01/25/2017 00:10:00","N.Y.C.",61761,30.06,2.43,0.00
"01/25/2017 00:10:00","NORTH",61755,27.13,-0.50,0.00
"01/25/2017 00:10:00","NPX",61845,29.31,1.69,0.00
"01/25/2017 00:10:00","O H",61846,25.55,-2.07,0.00
"01/25/2017 00:10:00","PJM",61847,27.76,0.14,0.00
"01/25/2017 00:10:00","WEST",61752,25.91,-1.71,0.00
"01/25/2017 00:15:00","CAPITL",61757,29.46,1.75,0.00
"01/25/2017 00:15:00","CENTRL",61754,27.69,-0.03,0.00
"01/25/2017 00:15:00","DUNWOD",61760,29.93,2.22,0.00
"01/25/2017 00:15:00","GENESE",61753,26.66,-1.05,0.00
"01/25/2017 00:15:00","H Q",61844,27.02,-0.69,0.00
"01/25/2017 00:15:00","HUD VL",61758,29.93,2.22,0.00
"01/25/2017 00:15:00","LONGIL",61762,30.60,2.88,-0.01
"01/25/2017 00:15:00","MHK VL",61756,28.55,0.83,0.00
"01/25/2017 00:15:00","MILLWD",61759,29.99,2.27,0.00
"01/25/2017 00:15:00","N.Y.C.",61761,30.12,2.41,0.00
"01/25/2017 00:15:00","NORTH",61755,27.19,-0.53,0.00
"01/25/2017 00:15:00","NPX",61845,29.43,1.72,0.00
"01/25/2017 00:15:00","O H",61846,25.52,-2.19,0.00
"01/25/2017 00:15:00","PJM",61847,27.77,0.06,0.00
"01/25/2017 00:15:00","WEST",61752,25.86,-1.86,0.00
"01/25/2017 00:20:00","CAPITL",61757,29.40,1.74,0.00
"01/25/2017 00:20:00","CENTRL",61754,27.68,0.03,0.00
"01/25/2017 00:20:00","DUNWOD",61760,29.84,2.18,0.00
"01/25/2017 00:20:00","GENESE",61753,26.63,-1.02,0.00
"01/25/2017 00:20:00","H Q",61844,26.96,-0.69,0.00
"01/25/2017 00:20:00","HUD VL",61758,29.84,2.18,0.00
"01/25/2017 00:20:00","LONGIL",61762,30.48,2.82,-0.01
"01/25/2017 00:20:00","MHK VL",61756,28.51,0.86,0.00
"01/25/2017 00:20:00","MILLWD",61759,29.87,2.21,0.00
"01/25/2017 00:20:00","N.Y.C.",61761,30.03,2.38,0.00
"01/25/2017 00:20:00","NORTH",61755,27.10,-0.55,0.00
"01/25/2017 00:20:00","NPX",61845,29.34,1.69,0.00
"01/25/2017 00:20:00","O H",61846,25.55,-2.10,0.00
"01/25/2017 00:20:00","PJM",61847,27.79,0.14,0.00
"01/25/2017 00:20:00","WEST",61752,25.88,-1.77,0.00
"01/25/2017 00:25:00","CAPITL",61757,29.31,1.71,0.00
"01/25/2017 00:25:00","CENTRL",61754,27.68,0.08,0.00
"01/25/2017 00:25:00","DUNWOD",61760,29.75,2.15,0.00
"01/25/2017 00:25:00","GENESE",61753,26.63,-0.97,0.00
"01/25/2017 00:25:00","H Q",61844,26.88,-0.72,0.00
"01/25/2017 00:25:00","HUD VL",61758,29.77,2.18,0.00
"01/25/2017 00:25:00","LONGIL",61762,30.36,2.76,-0.01
"01/25/2017 00:25:00","MHK VL",61756,28.45,0.86,0.00
"01/25/2017 00:25:00","MILLWD",61759,29.80,2.21,0.00
"01/25/2017 00:25:00","N.Y.C.",61761,29.94,2.34,0.00
"01/25/2017 00:25:00","NORTH",61755,27.04,-0.55,0.00
"01/25/2017 00:25:00","NPX",61845,29.25,1.66,0.00
"01/25/2017 00:25:00","O H",61846,25.61,-1.99,0.00
"01/25/2017 00:25:00","PJM",61847,27.81,0.22,0.00
"01/25/2017 00:25:00","WEST",61752,25.94,-1.65,0.00
"01/25/2017 00:30:00","CAPITL",61757,29.21,1.71,0.00
"01/25/2017 00:30:00","CENTRL",61754,27.61,0.11,0.00
"01/25/2017 00:30:00","DUNWOD",61760,29.65,2.15,0.00
"01/25/2017 00:30:00","GENESE",61753,26.57,-0.94,0.00
"01/25/2017 00:30:00","H Q",61844,26.79,-0.72,0.00
"01/25/2017 00:30:00","HUD VL",61758,29.65,2.15,0.00
"01/25/2017 00:30:00","LONGIL",61762,30.23,2.72,-0.01
"01/25/2017 00:30:00","MHK VL",61756,28.36,0.85,0.00
"01/25/2017 00:30:00","MILLWD",61759,29.70,2.20,0.00
"01/25/2017 00:30:00","N.Y.C.",61761,29.81,2.31,0.00
"01/25/2017 00:30:00","NORTH",61755,26.95,-0.55,0.00
"01/25/2017 00:30:00","NPX",61845,29.15,1.65,0.00
"01/25/2017 00:30:00","O H",61846,25.58,-1.93,0.00
"01/25/2017 00:30:00","PJM",61847,27.72,0.22,0.00
"01/25/2017 00:30:00","WEST",61752,25.91,-1.60,0.00
"01/25/2017 00:35:00","CAPITL",61757,29.14,1.70,0.00
"01/25/2017 00:35:00","CENTRL",61754,27.55,0.11,0.00
"01/25/2017 00:35:00","DUNWOD",61760,29.56,2.11,0.00
"01/25/2017 00:35:00","GENESE",61753,26.54,-0.90,0.00
"01/25/2017 00:35:00","H Q",61844,26.73,-0.71,0.00
"01/25/2017 00:35:00","HUD VL",61758,29.58,2.14,0.00
"01/25/2017 00:35:00","LONGIL",61762,30.14,2.69,-0.01
"01/25/2017 00:35:00","MHK VL",61756,28.29,0.85,0.00
"01/25/2017 00:35:00","MILLWD",61759,29.61,2.17,0.00
"01/25/2017 00:35:00","N.Y.C.",61761,29.75,2.31,0.00
"01/25/2017 00:35:00","NORTH",61755,26.89,-0.55,0.00
"01/25/2017 00:35:00","NPX",61845,29.09,1.65,0.00
"01/25/2017 00:35:00","O H",61846,25.58,-1.87,0.00
"01/25/2017 00:35:00","PJM",61847,27.69,0.25,0.00
"01/25/2017 00:35:00","WEST",61752,25.91,-1.54,0.00
"01/25/2017 00:40:00","CAPITL",61757,27.95,1.63,0.00
"01/25/2017 00:40:00","CENTRL",61754,26.45,0.13,0.00
"01/25/2017 00:40:00","DUNWOD",61760,28.34,2.03,0.00
"01/25/2017 00:40:00","GENESE",61753,25.47,-0.84,0.00
"01/25/2017 00:40:00","H Q",61844,25.63,-0.68,0.00
"01/25/2017 00:40:00","HUD VL",61758,28.37,2.05,0.00
"01/25/2017 00:40:00","LONGIL",61762,28.87,2.55,-0.01
"01/25/2017 00:40:00","MHK VL",61756,27.13,0.82,0.00
"01/25/2017 00:40:00","MILLWD",61759,28.39,2.08,0.00
"01/25/2017 00:40:00","N.Y.C.",61761,28.50,2.18,0.00
"01/25/2017 00:40:00","NORTH",61755,25.79,-0.53,0.00
"01/25/2017 00:40:00","NPX",61845,27.87,1.55,0.00
"01/25/2017 00:40:00","O H",61846,24.55,-1.76,0.00
"01/25/2017 00:40:00","PJM",61847,26.58,0.26,0.00
"01/25/2017 00:40:00","WEST",61752,24.87,-1.45,0.00
"01/25/2017 00:45:00","CAPITL",61757,27.92,1.63,0.00
"01/25/2017 00:45:00","CENTRL",61754,26.42,0.13,0.00
"01/25/2017 00:45:00","DUNWOD",61760,28.31,2.02,0.00
"01/25/2017 00:45:00","GENESE",61753,25.44,-0.84,0.00
"01/25/2017 00:45:00","H Q",61844,25.60,-0.68,0.00
"01/25/2017 00:45:00","HUD VL",61758,28.34,2.05,0.00
"01/25/2017 00:45:00","LONGIL",61762,28.84,2.55,-0.01
"01/25/2017 00:45:00","MHK VL",61756,27.10,0.82,0.00
"01/25/2017 00:45:00","MILLWD",61759,28.36,2.08,0.00
"01/25/2017 00:45:00","N.Y.C.",61761,28.47,2.18,0.00
"01/25/2017 00:45:00","NORTH",61755,25.76,-0.53,0.00
"01/25/2017 00:45:00","NPX",61845,27.84,1.55,0.00
"01/25/2017 00:45:00","O H",61846,24.53,-1.76,0.00
"01/25/2017 00:45:00","PJM",61847,26.55,0.26,0.00
"01/25/2017 00:45:00","WEST",61752,24.87,-1.42,0.00
"01/25/2017 00:50:00","CAPITL",61757,27.89,1.63,0.00
"01/25/2017 00:50:00","CENTRL",61754,26.39,0.13,0.00
"01/25/2017 00:50:00","DUNWOD",61760,28.25,1.99,0.00
"01/25/2017 00:50:00","GENESE",61753,25.44,-0.81,0.00
"01/25/2017 00:50:00","H Q",61844,25.58,-0.68,0.00
"01/25/2017 00:50:00","HUD VL",61758,28.28,2.02,0.00
"01/25/2017 00:50:00","LONGIL",61762,28.79,2.52,-0.01
"01/25/2017 00:50:00","MHK VL",61756,27.05,0.79,0.00
"01/25/2017 00:50:00","MILLWD",61759,28.31,2.05,0.00
"01/25/2017 00:50:00","N.Y.C.",61761,28.41,2.15,0.00
"01/25/2017 00:50:00","NORTH",61755,25.73,-0.52,0.00
"01/25/2017 00:50:00","NPX",61845,27.83,1.58,0.00
"01/25/2017 00:50:00","O H",61846,24.52,-1.73,0.00
"01/25/2017 00:50:00","PJM",61847,26.49,0.24,0.00
"01/25/2017 00:50:00","WEST",61752,24.87,-1.39,0.00
"01/25/2017 00:55:00","CAPITL",61757,27.22,1.59,0.00
"01/25/2017 00:55:00","CENTRL",61754,25.73,0.10,0.00
