"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/07/2017","01/04/2017","Actual","ALB",44,25,40,22
"01/07/2017","01/04/2017","Actual","ART",39,23,39,20
"01/07/2017","01/04/2017","Actual","BGM",37,21,37,17
"01/07/2017","01/04/2017","Actual","BUF",40,19,40,15
"01/07/2017","01/04/2017","Actual","ELM",43,25,40,20
"01/07/2017","01/04/2017","Actual","HPN",50,34,45,27
"01/07/2017","01/04/2017","Actual","ISP",52,36,46,28
"01/07/2017","01/04/2017","Actual","JFK",55,37,46,28
"01/07/2017","01/04/2017","Actual","LGA",54,37,46,29
"01/07/2017","01/04/2017","Actual","MSS",39,24,35,20
"01/07/2017","01/04/2017","Actual","MSV",39,25,38,21
"01/07/2017","01/04/2017","Actual","PLB",40,24,38,21
"01/07/2017","01/04/2017","Actual","POU",46,31,43,25
"01/07/2017","01/04/2017","Actual","ROC",42,20,41,16
"01/07/2017","01/04/2017","Actual","SWF",45,36,43,31
"01/07/2017","01/04/2017","Actual","SYR",40,22,40,19
"01/07/2017","01/04/2017","Actual","UCA",38,22,38,20
"01/07/2017","01/05/2017","Actual","ALB",29,20,23,17
"01/07/2017","01/05/2017","Actual","ART",25,20,24,18
"01/07/2017","01/05/2017","Actual","BGM",23,17,19,15
"01/07/2017","01/05/2017","Actual","BUF",21,15,18,13
"01/07/2017","01/05/2017","Actual","ELM",27,20,22,17
"01/07/2017","01/05/2017","Actual","HPN",32,25,26,20
"01/07/2017","01/05/2017","Actual","ISP",34,27,27,22
"01/07/2017","01/05/2017","Actual","JFK",35,29,27,23
"01/07/2017","01/05/2017","Actual","LGA",36,29,28,23
"01/07/2017","01/05/2017","Actual","MSS",25,20,21,17
"01/07/2017","01/05/2017","Actual","MSV",25,19,21,16
"01/07/2017","01/05/2017","Actual","PLB",27,21,23,17
"01/07/2017","01/05/2017","Actual","POU",31,25,25,20
"01/07/2017","01/05/2017","Actual","ROC",23,17,20,16
"01/07/2017","01/05/2017","Actual","SWF",33,23,28,20
"01/07/2017","01/05/2017","Actual","SYR",24,19,21,16
"01/07/2017","01/05/2017","Actual","UCA",25,19,21,16
"01/07/2017","01/06/2017","Actual","ALB",26,13,23,11
"01/07/2017","01/06/2017","Actual","ART",20,8,19,8
"01/07/2017","01/06/2017","Actual","BGM",18,11,17,10
"01/07/2017","01/06/2017","Actual","BUF",18,9,15,7
"01/07/2017","01/06/2017","Actual","ELM",22,6,19,5
"01/07/2017","01/06/2017","Actual","HPN",31,23,27,19
"01/07/2017","01/06/2017","Actual","ISP",32,25,28,22
"01/07/2017","01/06/2017","Actual","JFK",35,27,28,21
"01/07/2017","01/06/2017","Actual","LGA",34,28,28,23
"01/07/2017","01/06/2017","Actual","MSS",22,11,18,10
"01/07/2017","01/06/2017","Actual","MSV",21,10,20,8
"01/07/2017","01/06/2017","Actual","PLB",25,15,20,13
"01/07/2017","01/06/2017","Actual","POU",28,15,25,14
"01/07/2017","01/06/2017","Actual","ROC",20,7,16,6
"01/07/2017","01/06/2017","Actual","SWF",28,18,25,16
"01/07/2017","01/06/2017","Actual","SYR",20,8,18,7
"01/07/2017","01/06/2017","Actual","UCA",21,7,20,6
"01/07/2017","01/07/2017","Forecast","ALB",22,12,19,10
"01/07/2017","01/07/2017","Forecast","ART",18,2,16,2
"01/07/2017","01/07/2017","Forecast","BGM",16,9,14,8
"01/07/2017","01/07/2017","Forecast","BUF",17,8,14,6
"01/07/2017","01/07/2017","Forecast","ELM",21,5,17,4
"01/07/2017","01/07/2017","Forecast","HPN",22,20,20,16
"01/07/2017","01/07/2017","Forecast","ISP",26,22,24,19
"01/07/2017","01/07/2017","Forecast","JFK",27,24,24,21
"01/07/2017","01/07/2017","Forecast","LGA",28,24,23,20
"01/07/2017","01/07/2017","Forecast","MSS",14,3,12,2
"01/07/2017","01/07/2017","Forecast","MSV",18,10,15,9
"01/07/2017","01/07/2017","Forecast","PLB",20,8,17,7
"01/07/2017","01/07/2017","Forecast","POU",22,14,19,13
"01/07/2017","01/07/2017","Forecast","ROC",20,8,17,7
"01/07/2017","01/07/2017","Forecast","SWF",22,16,19,15
"01/07/2017","01/07/2017","Forecast","SYR",21,10,18,8
"01/07/2017","01/07/2017","Forecast","UCA",17,-1,15,-2
"01/07/2017","01/08/2017","Forecast","ALB",20,12,16,10
"01/07/2017","01/08/2017","Forecast","ART",14,4,12,3
"01/07/2017","01/08/2017","Forecast","BGM",13,8,11,7
"01/07/2017","01/08/2017","Forecast","BUF",16,13,13,11
"01/07/2017","01/08/2017","Forecast","ELM",19,10,15,8
"01/07/2017","01/08/2017","Forecast","HPN",23,16,18,13
"01/07/2017","01/08/2017","Forecast","ISP",24,17,20,14
"01/07/2017","01/08/2017","Forecast","JFK",27,20,22,17
"01/07/2017","01/08/2017","Forecast","LGA",26,20,21,17
"01/07/2017","01/08/2017","Forecast","MSS",11,-1,9,-2
"01/07/2017","01/08/2017","Forecast","MSV",16,9,13,7
"01/07/2017","01/08/2017","Forecast","PLB",15,4,12,3
"01/07/2017","01/08/2017","Forecast","POU",23,13,18,10
"01/07/2017","01/08/2017","Forecast","ROC",17,14,15,12
"01/07/2017","01/08/2017","Forecast","SWF",22,14,17,11
"01/07/2017","01/08/2017","Forecast","SYR",16,12,14,10
"01/07/2017","01/08/2017","Forecast","UCA",14,6,12,5
