"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/09/2017","01/06/2017","Actual","ALB",26,13,23,11
"01/09/2017","01/06/2017","Actual","ART",20,8,19,8
"01/09/2017","01/06/2017","Actual","BGM",18,11,17,10
"01/09/2017","01/06/2017","Actual","BUF",18,9,15,7
"01/09/2017","01/06/2017","Actual","ELM",22,6,19,5
"01/09/2017","01/06/2017","Actual","HPN",31,23,27,19
"01/09/2017","01/06/2017","Actual","ISP",32,25,28,22
"01/09/2017","01/06/2017","Actual","JFK",35,27,28,21
"01/09/2017","01/06/2017","Actual","LGA",34,28,28,23
"01/09/2017","01/06/2017","Actual","MSS",22,11,18,10
"01/09/2017","01/06/2017","Actual","MSV",21,10,20,8
"01/09/2017","01/06/2017","Actual","PLB",25,15,20,13
"01/09/2017","01/06/2017","Actual","POU",28,15,25,14
"01/09/2017","01/06/2017","Actual","ROC",20,7,16,6
"01/09/2017","01/06/2017","Actual","SWF",28,18,25,16
"01/09/2017","01/06/2017","Actual","SYR",20,8,18,7
"01/09/2017","01/06/2017","Actual","UCA",21,7,20,6
"01/09/2017","01/07/2017","Actual","ALB",26,12,21,10
"01/09/2017","01/07/2017","Actual","ART",17,-8,15,-8
"01/09/2017","01/07/2017","Actual","BGM",17,8,14,7
"01/09/2017","01/07/2017","Actual","BUF",17,6,15,5
"01/09/2017","01/07/2017","Actual","ELM",22,5,17,4
"01/09/2017","01/07/2017","Actual","HPN",21,19,18,16
"01/09/2017","01/07/2017","Actual","ISP",24,21,22,19
"01/09/2017","01/07/2017","Actual","JFK",27,21,22,19
"01/09/2017","01/07/2017","Actual","LGA",28,22,23,20
"01/09/2017","01/07/2017","Actual","MSS",18,2,15,1
"01/09/2017","01/07/2017","Actual","MSV",19,10,16,9
"01/09/2017","01/07/2017","Actual","PLB",20,6,17,4
"01/09/2017","01/07/2017","Actual","POU",20,13,17,12
"01/09/2017","01/07/2017","Actual","ROC",21,8,18,7
"01/09/2017","01/07/2017","Actual","SWF",19,14,18,13
"01/09/2017","01/07/2017","Actual","SYR",21,9,18,8
"01/09/2017","01/07/2017","Actual","UCA",19,1,17,1
"01/09/2017","01/08/2017","Actual","ALB",27,15,22,12
"01/09/2017","01/08/2017","Actual","ART",15,-12,14,-12
"01/09/2017","01/08/2017","Actual","BGM",15,5,12,4
"01/09/2017","01/08/2017","Actual","BUF",16,11,14,9
"01/09/2017","01/08/2017","Actual","ELM",20,9,16,7
"01/09/2017","01/08/2017","Actual","HPN",22,15,18,12
"01/09/2017","01/08/2017","Actual","ISP",22,16,19,13
"01/09/2017","01/08/2017","Actual","JFK",25,19,20,15
"01/09/2017","01/08/2017","Actual","LGA",27,19,22,16
"01/09/2017","01/08/2017","Actual","MSS",12,1,10,0
"01/09/2017","01/08/2017","Actual","MSV",18,9,16,7
"01/09/2017","01/08/2017","Actual","PLB",13,0,11,-1
"01/09/2017","01/08/2017","Actual","POU",23,7,19,7
"01/09/2017","01/08/2017","Actual","ROC",18,9,16,8
"01/09/2017","01/08/2017","Actual","SWF",21,12,18,10
"01/09/2017","01/08/2017","Actual","SYR",17,9,15,9
"01/09/2017","01/08/2017","Actual","UCA",17,3,16,2
"01/09/2017","01/09/2017","Forecast","ALB",21,8,18,6
"01/09/2017","01/09/2017","Forecast","ART",22,-17,20,-17
"01/09/2017","01/09/2017","Forecast","BGM",18,2,15,1
"01/09/2017","01/09/2017","Forecast","BUF",25,15,22,13
"01/09/2017","01/09/2017","Forecast","ELM",25,5,20,4
"01/09/2017","01/09/2017","Forecast","HPN",22,11,18,9
"01/09/2017","01/09/2017","Forecast","ISP",23,12,20,10
"01/09/2017","01/09/2017","Forecast","JFK",25,16,22,12
"01/09/2017","01/09/2017","Forecast","LGA",25,16,21,13
"01/09/2017","01/09/2017","Forecast","MSS",20,-5,17,-6
"01/09/2017","01/09/2017","Forecast","MSV",19,2,16,1
"01/09/2017","01/09/2017","Forecast","PLB",19,-2,16,-3
"01/09/2017","01/09/2017","Forecast","POU",22,2,18,1
"01/09/2017","01/09/2017","Forecast","ROC",26,11,22,9
"01/09/2017","01/09/2017","Forecast","SWF",22,6,18,5
"01/09/2017","01/09/2017","Forecast","SYR",23,7,20,7
"01/09/2017","01/09/2017","Forecast","UCA",20,-4,17,-4
"01/09/2017","01/10/2017","Forecast","ALB",36,15,33,13
"01/09/2017","01/10/2017","Forecast","ART",35,18,33,16
"01/09/2017","01/10/2017","Forecast","BGM",30,13,28,11
"01/09/2017","01/10/2017","Forecast","BUF",42,24,40,21
"01/09/2017","01/10/2017","Forecast","ELM",33,17,30,14
"01/09/2017","01/10/2017","Forecast","HPN",39,17,36,15
"01/09/2017","01/10/2017","Forecast","ISP",42,21,40,20
"01/09/2017","01/10/2017","Forecast","JFK",43,24,40,21
"01/09/2017","01/10/2017","Forecast","LGA",43,22,39,19
"01/09/2017","01/10/2017","Forecast","MSS",33,18,31,16
"01/09/2017","01/10/2017","Forecast","MSV",31,12,29,10
"01/09/2017","01/10/2017","Forecast","PLB",34,15,32,13
"01/09/2017","01/10/2017","Forecast","POU",35,12,33,11
"01/09/2017","01/10/2017","Forecast","ROC",41,23,38,20
"01/09/2017","01/10/2017","Forecast","SWF",37,15,34,13
"01/09/2017","01/10/2017","Forecast","SYR",35,18,32,16
"01/09/2017","01/10/2017","Forecast","UCA",32,13,30,12
