"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"01/12/2017 00:05:00","CAPITL",61757,56.83,-1.60,-85.14
"01/12/2017 00:05:00","CENTRL",61754,-18.12,-0.13,-8.72
"01/12/2017 00:05:00","DUNWOD",61760,30.87,-2.19,-59.77
"01/12/2017 00:05:00","GENESE",61753,-19.34,0.56,-6.81
"01/12/2017 00:05:00","H Q",61844,-25.99,0.72,0.00
"01/12/2017 00:05:00","HUD VL",61758,30.41,-2.24,-59.37
"01/12/2017 00:05:00","LONGIL",61762,30.39,-2.67,-59.77
"01/12/2017 00:05:00","MHK VL",61756,-19.14,-0.72,-8.30
"01/12/2017 00:05:00","MILLWD",61759,31.54,-2.22,-60.46
"01/12/2017 00:05:00","N.Y.C.",61761,30.64,-2.40,-59.76
"01/12/2017 00:05:00","NORTH",61755,-25.64,1.07,0.00
"01/12/2017 00:05:00","NPX",61845,35.57,-1.84,-64.12
"01/12/2017 00:05:00","O H",61846,-20.40,1.47,-4.84
"01/12/2017 00:05:00","PJM",61847,-2.96,-0.35,-24.09
"01/12/2017 00:05:00","WEST",61752,-16.56,1.17,-8.98
"01/12/2017 00:10:00","CAPITL",61757,61.74,-1.51,-87.66
"01/12/2017 00:10:00","CENTRL",61754,-15.60,-0.17,-8.98
"01/12/2017 00:10:00","DUNWOD",61760,35.08,-2.05,-61.54
"01/12/2017 00:10:00","GENESE",61753,-17.00,0.39,-7.01
"01/12/2017 00:10:00","H Q",61844,-23.70,0.71,0.00
"01/12/2017 00:10:00","HUD VL",61758,34.62,-2.10,-61.12
"01/12/2017 00:10:00","LONGIL",61762,34.60,-2.54,-61.54
"01/12/2017 00:10:00","MHK VL",61756,-16.54,-0.68,-8.54
"01/12/2017 00:10:00","MILLWD",61759,35.78,-2.07,-62.25
"01/12/2017 00:10:00","N.Y.C.",61761,34.90,-2.22,-61.53
"01/12/2017 00:10:00","NORTH",61755,-23.28,1.12,0.00
"01/12/2017 00:10:00","NPX",61845,40.20,-1.71,-66.31
"01/12/2017 00:10:00","O H",61846,-18.12,1.17,-5.12
"01/12/2017 00:10:00","PJM",61847,0.26,-0.39,-25.06
"01/12/2017 00:10:00","WEST",61752,-14.28,0.88,-9.24
"01/12/2017 00:15:00","CAPITL",61757,2.24,0.13,0.00
"01/12/2017 00:15:00","CENTRL",61754,2.14,0.03,0.00
"01/12/2017 00:15:00","DUNWOD",61760,2.28,0.16,0.00
"01/12/2017 00:15:00","GENESE",61753,2.09,-0.03,0.00
"01/12/2017 00:15:00","H Q",61844,0.00,-0.06,2.05
"01/12/2017 00:15:00","HUD VL",61758,2.29,0.17,0.00
"01/12/2017 00:15:00","LONGIL",61762,2.33,0.21,0.00
"01/12/2017 00:15:00","MHK VL",61756,2.18,0.06,0.00
"01/12/2017 00:15:00","MILLWD",61759,2.28,0.17,0.00
"01/12/2017 00:15:00","N.Y.C.",61761,2.29,0.18,0.00
"01/12/2017 00:15:00","NORTH",61755,2.02,-0.10,0.00
"01/12/2017 00:15:00","NPX",61845,-7.79,0.14,10.04
"01/12/2017 00:15:00","O H",61846,-2.48,-0.08,4.51
"01/12/2017 00:15:00","PJM",61847,-6.31,0.05,8.48
"01/12/2017 00:15:00","WEST",61752,2.06,-0.06,0.00
"01/12/2017 00:20:00","CAPITL",61757,3.36,0.18,0.00
"01/12/2017 00:20:00","CENTRL",61754,3.23,0.05,0.00
"01/12/2017 00:20:00","DUNWOD",61760,3.41,0.24,0.00
"01/12/2017 00:20:00","GENESE",61753,3.14,-0.03,0.00
"01/12/2017 00:20:00","H Q",61844,3.08,-0.09,0.00
"01/12/2017 00:20:00","HUD VL",61758,3.43,0.25,0.00
"01/12/2017 00:20:00","LONGIL",61762,3.49,0.31,0.00
"01/12/2017 00:20:00","MHK VL",61756,3.26,0.09,0.00
"01/12/2017 00:20:00","MILLWD",61759,3.42,0.24,0.00
"01/12/2017 00:20:00","N.Y.C.",61761,3.43,0.26,0.00
"01/12/2017 00:20:00","NORTH",61755,3.03,-0.14,0.00
"01/12/2017 00:20:00","NPX",61845,-6.78,0.19,10.14
"01/12/2017 00:20:00","O H",61846,3.06,-0.11,0.00
"01/12/2017 00:20:00","PJM",61847,3.27,0.10,0.00
"01/12/2017 00:20:00","WEST",61752,3.10,-0.07,0.00
"01/12/2017 00:25:00","CAPITL",61757,11.03,0.60,0.00
