"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/02/2017","12/30/2016","Actual","ALB",34,25,31,22
"01/02/2017","12/30/2016","Actual","ART",33,21,32,19
"01/02/2017","12/30/2016","Actual","BGM",28,23,26,21
"01/02/2017","12/30/2016","Actual","BUF",31,27,29,24
"01/02/2017","12/30/2016","Actual","ELM",33,27,30,24
"01/02/2017","12/30/2016","Actual","HPN",40,31,33,28
"01/02/2017","12/30/2016","Actual","ISP",42,32,35,29
"01/02/2017","12/30/2016","Actual","JFK",42,36,35,29
"01/02/2017","12/30/2016","Actual","LGA",42,36,35,30
"01/02/2017","12/30/2016","Actual","MSS",34,15,32,13
"01/02/2017","12/30/2016","Actual","MSV",30,25,28,22
"01/02/2017","12/30/2016","Actual","PLB",31,14,28,12
"01/02/2017","12/30/2016","Actual","POU",38,30,32,27
"01/02/2017","12/30/2016","Actual","ROC",33,28,31,25
"01/02/2017","12/30/2016","Actual","SWF",36,28,32,27
"01/02/2017","12/30/2016","Actual","SYR",32,26,30,25
"01/02/2017","12/30/2016","Actual","UCA",31,22,31,22
"01/02/2017","12/31/2016","Actual","ALB",37,20,33,18
"01/02/2017","12/31/2016","Actual","ART",40,16,34,15
"01/02/2017","12/31/2016","Actual","BGM",34,22,32,20
"01/02/2017","12/31/2016","Actual","BUF",39,28,36,24
"01/02/2017","12/31/2016","Actual","ELM",40,25,35,23
"01/02/2017","12/31/2016","Actual","HPN",42,29,35,25
"01/02/2017","12/31/2016","Actual","ISP",45,27,40,24
"01/02/2017","12/31/2016","Actual","JFK",45,33,38,27
"01/02/2017","12/31/2016","Actual","LGA",45,34,37,28
"01/02/2017","12/31/2016","Actual","MSS",34,1,32,0
"01/02/2017","12/31/2016","Actual","MSV",34,21,31,20
"01/02/2017","12/31/2016","Actual","PLB",31,9,29,8
"01/02/2017","12/31/2016","Actual","POU",41,27,34,24
"01/02/2017","12/31/2016","Actual","ROC",42,28,36,24
"01/02/2017","12/31/2016","Actual","SWF",39,25,34,23
"01/02/2017","12/31/2016","Actual","SYR",39,16,34,15
"01/02/2017","12/31/2016","Actual","UCA",36,16,33,15
"01/02/2017","01/01/2017","Actual","ALB",37,21,33,20
"01/02/2017","01/01/2017","Actual","ART",36,29,35,27
"01/02/2017","01/01/2017","Actual","BGM",35,28,33,25
"01/02/2017","01/01/2017","Actual","BUF",36,28,32,26
"01/02/2017","01/01/2017","Actual","ELM",41,21,36,20
"01/02/2017","01/01/2017","Actual","HPN",45,31,36,28
"01/02/2017","01/01/2017","Actual","ISP",49,28,40,26
"01/02/2017","01/01/2017","Actual","JFK",51,36,39,31
"01/02/2017","01/01/2017","Actual","LGA",49,40,39,35
"01/02/2017","01/01/2017","Actual","MSS",36,15,34,14
"01/02/2017","01/01/2017","Actual","MSV",36,21,34,20
"01/02/2017","01/01/2017","Actual","PLB",35,24,31,22
"01/02/2017","01/01/2017","Actual","POU",44,23,34,21
"01/02/2017","01/01/2017","Actual","ROC",40,26,34,24
"01/02/2017","01/01/2017","Actual","SWF",43,27,36,25
"01/02/2017","01/01/2017","Actual","SYR",38,24,35,22
"01/02/2017","01/01/2017","Actual","UCA",36,20,35,20
"01/02/2017","01/02/2017","Forecast","ALB",36,20,32,19
"01/02/2017","01/02/2017","Forecast","ART",38,19,34,18
"01/02/2017","01/02/2017","Forecast","BGM",34,25,33,23
"01/02/2017","01/02/2017","Forecast","BUF",40,28,38,25
"01/02/2017","01/02/2017","Forecast","ELM",38,21,36,20
"01/02/2017","01/02/2017","Forecast","HPN",40,33,38,28
"01/02/2017","01/02/2017","Forecast","ISP",43,31,40,28
"01/02/2017","01/02/2017","Forecast","JFK",44,34,42,29
"01/02/2017","01/02/2017","Forecast","LGA",46,38,42,33
"01/02/2017","01/02/2017","Forecast","MSS",31,12,28,11
"01/02/2017","01/02/2017","Forecast","MSV",33,23,32,21
"01/02/2017","01/02/2017","Forecast","PLB",36,20,32,19
"01/02/2017","01/02/2017","Forecast","POU",37,22,35,21
"01/02/2017","01/02/2017","Forecast","ROC",40,23,38,22
"01/02/2017","01/02/2017","Forecast","SWF",36,23,35,22
"01/02/2017","01/02/2017","Forecast","SYR",36,21,34,20
"01/02/2017","01/02/2017","Forecast","UCA",34,16,32,16
"01/02/2017","01/03/2017","Forecast","ALB",38,35,37,33
"01/02/2017","01/03/2017","Forecast","ART",40,36,39,34
"01/02/2017","01/03/2017","Forecast","BGM",38,34,38,33
"01/02/2017","01/03/2017","Forecast","BUF",44,40,43,38
"01/02/2017","01/03/2017","Forecast","ELM",44,37,42,36
"01/02/2017","01/03/2017","Forecast","HPN",45,40,44,38
"01/02/2017","01/03/2017","Forecast","ISP",48,41,46,41
"01/02/2017","01/03/2017","Forecast","JFK",49,44,47,42
"01/02/2017","01/03/2017","Forecast","LGA",50,46,47,43
"01/02/2017","01/03/2017","Forecast","MSS",36,27,35,26
"01/02/2017","01/03/2017","Forecast","MSV",38,33,37,32
"01/02/2017","01/03/2017","Forecast","PLB",38,30,37,28
"01/02/2017","01/03/2017","Forecast","POU",41,34,40,34
"01/02/2017","01/03/2017","Forecast","ROC",44,40,43,38
"01/02/2017","01/03/2017","Forecast","SWF",41,36,40,35
"01/02/2017","01/03/2017","Forecast","SYR",40,36,39,35
"01/02/2017","01/03/2017","Forecast","UCA",37,33,37,32
