"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/12/2017","01/09/2017","Actual","ALB",21,8,17,6
"01/12/2017","01/09/2017","Actual","ART",21,-17,18,-17
"01/12/2017","01/09/2017","Actual","BGM",16,2,13,1
"01/12/2017","01/09/2017","Actual","BUF",26,14,21,11
"01/12/2017","01/09/2017","Actual","ELM",23,5,18,4
"01/12/2017","01/09/2017","Actual","HPN",20,7,16,6
"01/12/2017","01/09/2017","Actual","ISP",22,6,18,5
"01/12/2017","01/09/2017","Actual","JFK",24,14,20,11
"01/12/2017","01/09/2017","Actual","LGA",24,17,20,14
"01/12/2017","01/09/2017","Actual","MSS",23,-5,19,-6
"01/12/2017","01/09/2017","Actual","MSV",19,3,16,2
"01/12/2017","01/09/2017","Actual","PLB",16,-2,13,-3
"01/12/2017","01/09/2017","Actual","POU",21,0,17,-1
"01/12/2017","01/09/2017","Actual","ROC",26,11,21,9
"01/12/2017","01/09/2017","Actual","SWF",21,9,18,8
"01/12/2017","01/09/2017","Actual","SYR",22,7,18,7
"01/12/2017","01/09/2017","Actual","UCA",20,-2,17,-2
"01/12/2017","01/10/2017","Actual","ALB",37,17,33,14
"01/12/2017","01/10/2017","Actual","ART",39,19,37,16
"01/12/2017","01/10/2017","Actual","BGM",27,10,24,9
"01/12/2017","01/10/2017","Actual","BUF",45,18,41,15
"01/12/2017","01/10/2017","Actual","ELM",32,8,29,7
"01/12/2017","01/10/2017","Actual","HPN",39,14,37,12
"01/12/2017","01/10/2017","Actual","ISP",45,8,42,8
"01/12/2017","01/10/2017","Actual","JFK",46,22,42,19
"01/12/2017","01/10/2017","Actual","LGA",46,23,42,19
"01/12/2017","01/10/2017","Actual","MSS",35,20,33,17
"01/12/2017","01/10/2017","Actual","MSV",32,7,28,6
"01/12/2017","01/10/2017","Actual","PLB",35,11,31,9
"01/12/2017","01/10/2017","Actual","POU",40,6,37,5
"01/12/2017","01/10/2017","Actual","ROC",38,19,35,16
"01/12/2017","01/10/2017","Actual","SWF",39,9,37,9
"01/12/2017","01/10/2017","Actual","SYR",33,12,30,10
"01/12/2017","01/10/2017","Actual","UCA",32,8,30,7
"01/12/2017","01/11/2017","Actual","ALB",50,37,43,34
"01/12/2017","01/11/2017","Actual","ART",48,37,41,35
"01/12/2017","01/11/2017","Actual","BGM",42,27,40,26
"01/12/2017","01/11/2017","Actual","BUF",51,36,46,33
"01/12/2017","01/11/2017","Actual","ELM",49,32,43,29
"01/12/2017","01/11/2017","Actual","HPN",52,41,44,39
"01/12/2017","01/11/2017","Actual","ISP",50,42,45,42
"01/12/2017","01/11/2017","Actual","JFK",50,43,45,40
"01/12/2017","01/11/2017","Actual","LGA",53,44,45,41
"01/12/2017","01/11/2017","Actual","MSS",48,35,38,32
"01/12/2017","01/11/2017","Actual","MSV",43,28,40,28
"01/12/2017","01/11/2017","Actual","PLB",46,35,38,33
"01/12/2017","01/11/2017","Actual","POU",49,37,42,35
"01/12/2017","01/11/2017","Actual","ROC",51,39,44,34
"01/12/2017","01/11/2017","Actual","SWF",48,37,43,36
"01/12/2017","01/11/2017","Actual","SYR",48,33,43,30
"01/12/2017","01/11/2017","Actual","UCA",45,33,40,31
"01/12/2017","01/12/2017","Forecast","ALB",54,44,51,42
"01/12/2017","01/12/2017","Forecast","ART",49,32,48,30
"01/12/2017","01/12/2017","Forecast","BGM",50,40,49,40
"01/12/2017","01/12/2017","Forecast","BUF",56,33,53,31
"01/12/2017","01/12/2017","Forecast","ELM",57,40,53,38
"01/12/2017","01/12/2017","Forecast","HPN",57,43,54,43
"01/12/2017","01/12/2017","Forecast","ISP",53,47,51,46
"01/12/2017","01/12/2017","Forecast","JFK",56,46,53,44
"01/12/2017","01/12/2017","Forecast","LGA",60,47,55,45
"01/12/2017","01/12/2017","Forecast","MSS",49,31,45,29
"01/12/2017","01/12/2017","Forecast","MSV",52,39,50,38
"01/12/2017","01/12/2017","Forecast","PLB",50,37,46,34
"01/12/2017","01/12/2017","Forecast","POU",55,40,53,40
"01/12/2017","01/12/2017","Forecast","ROC",55,36,52,34
"01/12/2017","01/12/2017","Forecast","SWF",56,41,53,41
"01/12/2017","01/12/2017","Forecast","SYR",52,37,50,36
"01/12/2017","01/12/2017","Forecast","UCA",48,36,48,35
"01/12/2017","01/13/2017","Forecast","ALB",45,21,42,17
"01/12/2017","01/13/2017","Forecast","ART",30,11,29,9
"01/12/2017","01/13/2017","Forecast","BGM",39,18,38,16
"01/12/2017","01/13/2017","Forecast","BUF",31,20,29,18
"01/12/2017","01/13/2017","Forecast","ELM",38,20,36,18
"01/12/2017","01/13/2017","Forecast","HPN",54,28,51,23
"01/12/2017","01/13/2017","Forecast","ISP",50,27,49,23
"01/12/2017","01/13/2017","Forecast","JFK",54,32,51,27
"01/12/2017","01/13/2017","Forecast","LGA",58,33,53,28
"01/12/2017","01/13/2017","Forecast","MSS",30,5,29,4
"01/12/2017","01/13/2017","Forecast","MSV",45,20,44,17
"01/12/2017","01/13/2017","Forecast","PLB",37,9,35,7
"01/12/2017","01/13/2017","Forecast","POU",50,23,49,20
"01/12/2017","01/13/2017","Forecast","ROC",34,20,32,17
"01/12/2017","01/13/2017","Forecast","SWF",52,25,50,21
"01/12/2017","01/13/2017","Forecast","SYR",35,18,34,16
"01/12/2017","01/13/2017","Forecast","UCA",34,14,34,12
