"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/26/2017","01/23/2017","Actual","ALB",39,32,36,30
"01/26/2017","01/23/2017","Actual","ART",39,32,37,31
"01/26/2017","01/23/2017","Actual","BGM",44,30,43,28
"01/26/2017","01/23/2017","Actual","BUF",45,34,42,31
"01/26/2017","01/23/2017","Actual","ELM",49,34,45,32
"01/26/2017","01/23/2017","Actual","HPN",44,35,42,34
"01/26/2017","01/23/2017","Actual","ISP",43,37,42,36
"01/26/2017","01/23/2017","Actual","JFK",47,38,45,36
"01/26/2017","01/23/2017","Actual","LGA",45,38,43,36
"01/26/2017","01/23/2017","Actual","MSS",32,28,30,26
"01/26/2017","01/23/2017","Actual","MSV",37,30,37,28
"01/26/2017","01/23/2017","Actual","PLB",37,31,34,29
"01/26/2017","01/23/2017","Actual","POU",41,33,38,32
"01/26/2017","01/23/2017","Actual","ROC",44,35,41,32
"01/26/2017","01/23/2017","Actual","SWF",41,34,40,33
"01/26/2017","01/23/2017","Actual","SYR",42,31,41,30
"01/26/2017","01/23/2017","Actual","UCA",39,31,38,30
"01/26/2017","01/24/2017","Actual","ALB",35,32,34,30
"01/26/2017","01/24/2017","Actual","ART",31,26,30,26
"01/26/2017","01/24/2017","Actual","BGM",32,26,31,25
"01/26/2017","01/24/2017","Actual","BUF",34,31,32,30
"01/26/2017","01/24/2017","Actual","ELM",35,32,33,30
"01/26/2017","01/24/2017","Actual","HPN",37,36,36,34
"01/26/2017","01/24/2017","Actual","ISP",40,37,40,36
"01/26/2017","01/24/2017","Actual","JFK",40,38,39,37
"01/26/2017","01/24/2017","Actual","LGA",41,38,38,36
"01/26/2017","01/24/2017","Actual","MSS",29,27,27,25
"01/26/2017","01/24/2017","Actual","MSV",34,30,33,29
"01/26/2017","01/24/2017","Actual","PLB",31,26,28,25
"01/26/2017","01/24/2017","Actual","POU",35,32,34,31
"01/26/2017","01/24/2017","Actual","ROC",36,30,33,30
"01/26/2017","01/24/2017","Actual","SWF",36,32,36,32
"01/26/2017","01/24/2017","Actual","SYR",32,29,32,28
"01/26/2017","01/24/2017","Actual","UCA",35,28,35,27
"01/26/2017","01/25/2017","Actual","ALB",40,31,35,28
"01/26/2017","01/25/2017","Actual","ART",35,26,35,25
"01/26/2017","01/25/2017","Actual","BGM",37,26,35,26
"01/26/2017","01/25/2017","Actual","BUF",46,33,43,30
"01/26/2017","01/25/2017","Actual","ELM",41,34,38,31
"01/26/2017","01/25/2017","Actual","HPN",46,35,39,32
"01/26/2017","01/25/2017","Actual","ISP",49,36,42,33
"01/26/2017","01/25/2017","Actual","JFK",50,38,42,34
"01/26/2017","01/25/2017","Actual","LGA",53,39,44,35
"01/26/2017","01/25/2017","Actual","MSS",35,27,34,26
"01/26/2017","01/25/2017","Actual","MSV",37,28,34,27
"01/26/2017","01/25/2017","Actual","PLB",33,26,31,25
"01/26/2017","01/25/2017","Actual","POU",42,32,37,30
"01/26/2017","01/25/2017","Actual","ROC",40,32,37,31
"01/26/2017","01/25/2017","Actual","SWF",43,34,38,32
"01/26/2017","01/25/2017","Actual","SYR",37,28,36,28
"01/26/2017","01/25/2017","Actual","UCA",35,27,35,27
"01/26/2017","01/26/2017","Forecast","ALB",42,35,39,32
"01/26/2017","01/26/2017","Forecast","ART",42,31,41,29
"01/26/2017","01/26/2017","Forecast","BGM",38,31,37,29
"01/26/2017","01/26/2017","Forecast","BUF",46,33,43,31
"01/26/2017","01/26/2017","Forecast","ELM",38,33,36,30
"01/26/2017","01/26/2017","Forecast","HPN",48,39,44,35
"01/26/2017","01/26/2017","Forecast","ISP",49,39,45,36
"01/26/2017","01/26/2017","Forecast","JFK",50,41,45,37
"01/26/2017","01/26/2017","Forecast","LGA",52,43,46,37
"01/26/2017","01/26/2017","Forecast","MSS",35,30,34,28
"01/26/2017","01/26/2017","Forecast","MSV",40,32,38,30
"01/26/2017","01/26/2017","Forecast","PLB",39,31,37,28
"01/26/2017","01/26/2017","Forecast","POU",45,32,41,31
"01/26/2017","01/26/2017","Forecast","ROC",44,34,41,31
"01/26/2017","01/26/2017","Forecast","SWF",46,34,42,33
"01/26/2017","01/26/2017","Forecast","SYR",45,33,43,31
"01/26/2017","01/26/2017","Forecast","UCA",38,31,37,30
"01/26/2017","01/27/2017","Forecast","ALB",37,33,32,29
"01/26/2017","01/27/2017","Forecast","ART",33,29,31,28
"01/26/2017","01/27/2017","Forecast","BGM",31,26,28,24
"01/26/2017","01/27/2017","Forecast","BUF",33,30,31,28
"01/26/2017","01/27/2017","Forecast","ELM",36,29,31,27
"01/26/2017","01/27/2017","Forecast","HPN",41,34,35,30
"01/26/2017","01/27/2017","Forecast","ISP",42,34,36,31
"01/26/2017","01/27/2017","Forecast","JFK",43,37,36,32
"01/26/2017","01/27/2017","Forecast","LGA",44,38,37,33
"01/26/2017","01/27/2017","Forecast","MSS",31,27,28,25
"01/26/2017","01/27/2017","Forecast","MSV",33,28,30,25
"01/26/2017","01/27/2017","Forecast","PLB",33,28,29,25
"01/26/2017","01/27/2017","Forecast","POU",39,32,33,29
"01/26/2017","01/27/2017","Forecast","ROC",35,30,31,28
"01/26/2017","01/27/2017","Forecast","SWF",39,33,33,29
"01/26/2017","01/27/2017","Forecast","SYR",34,30,31,28
"01/26/2017","01/27/2017","Forecast","UCA",31,28,29,27
