"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/22/2017","01/19/2017","Actual","ALB",42,35,38,34
"01/22/2017","01/19/2017","Actual","ART",38,33,38,33
"01/22/2017","01/19/2017","Actual","BGM",35,32,34,31
"01/22/2017","01/19/2017","Actual","BUF",36,33,36,33
"01/22/2017","01/19/2017","Actual","ELM",41,35,38,34
"01/22/2017","01/19/2017","Actual","HPN",48,34,42,33
"01/22/2017","01/19/2017","Actual","ISP",49,33,42,33
"01/22/2017","01/19/2017","Actual","JFK",54,38,44,36
"01/22/2017","01/19/2017","Actual","LGA",50,41,43,38
"01/22/2017","01/19/2017","Actual","MSS",38,33,36,33
"01/22/2017","01/19/2017","Actual","MSV",37,34,37,32
"01/22/2017","01/19/2017","Actual","PLB",39,32,36,32
"01/22/2017","01/19/2017","Actual","POU",47,32,41,32
"01/22/2017","01/19/2017","Actual","ROC",39,35,37,34
"01/22/2017","01/19/2017","Actual","SWF",46,34,41,34
"01/22/2017","01/19/2017","Actual","SYR",37,34,36,33
"01/22/2017","01/19/2017","Actual","UCA",37,33,36,33
"01/22/2017","01/20/2017","Actual","ALB",40,33,36,32
"01/22/2017","01/20/2017","Actual","ART",42,34,39,34
"01/22/2017","01/20/2017","Actual","BGM",36,30,36,30
"01/22/2017","01/20/2017","Actual","BUF",47,34,46,33
"01/22/2017","01/20/2017","Actual","ELM",42,34,40,32
"01/22/2017","01/20/2017","Actual","HPN",41,37,38,34
"01/22/2017","01/20/2017","Actual","ISP",44,39,42,36
"01/22/2017","01/20/2017","Actual","JFK",46,42,43,36
"01/22/2017","01/20/2017","Actual","LGA",46,41,41,37
"01/22/2017","01/20/2017","Actual","MSS",38,33,35,33
"01/22/2017","01/20/2017","Actual","MSV",36,32,35,31
"01/22/2017","01/20/2017","Actual","PLB",37,32,35,31
"01/22/2017","01/20/2017","Actual","POU",42,35,38,33
"01/22/2017","01/20/2017","Actual","ROC",46,35,43,34
"01/22/2017","01/20/2017","Actual","SWF",41,36,38,34
"01/22/2017","01/20/2017","Actual","SYR",42,34,39,33
"01/22/2017","01/20/2017","Actual","UCA",38,33,37,33
"01/22/2017","01/21/2017","Actual","ALB",52,38,46,36
"01/22/2017","01/21/2017","Actual","ART",44,37,44,37
"01/22/2017","01/21/2017","Actual","BGM",50,35,47,35
"01/22/2017","01/21/2017","Actual","BUF",59,40,54,40
"01/22/2017","01/21/2017","Actual","ELM",58,36,51,35
"01/22/2017","01/21/2017","Actual","HPN",54,38,49,38
"01/22/2017","01/21/2017","Actual","ISP",49,42,46,42
"01/22/2017","01/21/2017","Actual","JFK",47,42,46,42
"01/22/2017","01/21/2017","Actual","LGA",51,41,47,41
"01/22/2017","01/21/2017","Actual","MSS",40,33,40,33
"01/22/2017","01/21/2017","Actual","MSV",43,34,43,33
"01/22/2017","01/21/2017","Actual","PLB",41,33,40,32
"01/22/2017","01/21/2017","Actual","POU",53,37,48,37
"01/22/2017","01/21/2017","Actual","ROC",50,44,48,43
"01/22/2017","01/21/2017","Actual","SWF",52,37,49,37
"01/22/2017","01/21/2017","Actual","SYR",52,37,48,37
"01/22/2017","01/21/2017","Actual","UCA",48,36,46,36
"01/22/2017","01/22/2017","Forecast","ALB",45,38,43,37
"01/22/2017","01/22/2017","Forecast","ART",45,36,42,36
"01/22/2017","01/22/2017","Forecast","BGM",48,40,46,40
"01/22/2017","01/22/2017","Forecast","BUF",51,41,48,40
"01/22/2017","01/22/2017","Forecast","ELM",53,39,49,38
"01/22/2017","01/22/2017","Forecast","HPN",48,43,46,41
"01/22/2017","01/22/2017","Forecast","ISP",49,41,46,41
"01/22/2017","01/22/2017","Forecast","JFK",49,43,47,42
"01/22/2017","01/22/2017","Forecast","LGA",50,46,47,44
"01/22/2017","01/22/2017","Forecast","MSS",38,31,36,29
"01/22/2017","01/22/2017","Forecast","MSV",47,36,45,35
"01/22/2017","01/22/2017","Forecast","PLB",39,35,37,33
"01/22/2017","01/22/2017","Forecast","POU",50,39,47,39
"01/22/2017","01/22/2017","Forecast","ROC",47,38,45,37
"01/22/2017","01/22/2017","Forecast","SWF",49,41,47,40
"01/22/2017","01/22/2017","Forecast","SYR",50,38,47,38
"01/22/2017","01/22/2017","Forecast","UCA",47,37,45,37
"01/22/2017","01/23/2017","Forecast","ALB",39,36,37,33
"01/22/2017","01/23/2017","Forecast","ART",42,33,37,31
"01/22/2017","01/23/2017","Forecast","BGM",41,33,41,32
"01/22/2017","01/23/2017","Forecast","BUF",43,34,42,33
"01/22/2017","01/23/2017","Forecast","ELM",45,34,43,33
"01/22/2017","01/23/2017","Forecast","HPN",43,38,40,35
"01/22/2017","01/23/2017","Forecast","ISP",42,38,42,37
"01/22/2017","01/23/2017","Forecast","JFK",44,41,43,39
"01/22/2017","01/23/2017","Forecast","LGA",47,41,43,38
"01/22/2017","01/23/2017","Forecast","MSS",36,31,32,28
"01/22/2017","01/23/2017","Forecast","MSV",39,32,38,30
"01/22/2017","01/23/2017","Forecast","PLB",37,32,33,29
"01/22/2017","01/23/2017","Forecast","POU",41,36,39,34
"01/22/2017","01/23/2017","Forecast","ROC",44,34,43,33
"01/22/2017","01/23/2017","Forecast","SWF",42,36,40,34
"01/22/2017","01/23/2017","Forecast","SYR",42,33,41,32
"01/22/2017","01/23/2017","Forecast","UCA",38,32,37,30
