"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"01/26/2017 00:05:00","CAPITL",61757,37.38,0.81,-23.65
"01/26/2017 00:05:00","CENTRL",61754,15.83,-0.05,-2.96
"01/26/2017 00:05:00","DUNWOD",61760,31.46,0.93,-17.61
"01/26/2017 00:05:00","GENESE",61753,14.83,-0.48,-2.39
"01/26/2017 00:05:00","H Q",61844,12.65,-0.27,0.00
"01/26/2017 00:05:00","HUD VL",61758,31.53,0.98,-17.63
"01/26/2017 00:05:00","LONGIL",61762,31.65,1.11,-17.62
"01/26/2017 00:05:00","MHK VL",61756,16.47,0.32,-3.23
"01/26/2017 00:05:00","MILLWD",61759,31.65,0.96,-17.78
"01/26/2017 00:05:00","N.Y.C.",61761,31.54,1.01,-17.61
"01/26/2017 00:05:00","NORTH",61755,12.80,-0.12,0.00
"01/26/2017 00:05:00","NPX",61845,34.88,0.80,-21.15
"01/26/2017 00:05:00","O H",61846,15.04,-1.02,-3.14
"01/26/2017 00:05:00","PJM",61847,22.81,-0.03,-9.92
"01/26/2017 00:05:00","WEST",61752,15.08,-0.88,-3.04
"01/26/2017 00:10:00","CAPITL",61757,37.26,0.82,-23.44
"01/26/2017 00:10:00","CENTRL",61754,15.86,-0.08,-2.93
"01/26/2017 00:10:00","DUNWOD",61760,31.41,0.95,-17.46
"01/26/2017 00:10:00","GENESE",61753,14.85,-0.52,-2.37
"01/26/2017 00:10:00","H Q",61844,12.74,-0.26,0.00
"01/26/2017 00:10:00","HUD VL",61758,31.47,0.99,-17.48
"01/26/2017 00:10:00","LONGIL",61762,31.57,1.10,-17.46
"01/26/2017 00:10:00","MHK VL",61756,16.53,0.33,-3.20
"01/26/2017 00:10:00","MILLWD",61759,31.60,0.98,-17.62
"01/26/2017 00:10:00","N.Y.C.",61761,31.50,1.04,-17.45
"01/26/2017 00:10:00","NORTH",61755,12.89,-0.12,0.00
"01/26/2017 00:10:00","NPX",61845,34.79,0.82,-20.97
"01/26/2017 00:10:00","O H",61846,15.06,-1.05,-3.11
"01/26/2017 00:10:00","PJM",61847,22.79,-0.04,-9.83
"01/26/2017 00:10:00","WEST",61752,15.09,-0.92,-3.01
"01/26/2017 00:15:00","CAPITL",61757,37.17,0.82,-23.33
"01/26/2017 00:15:00","CENTRL",61754,15.86,-0.08,-2.92
"01/26/2017 00:15:00","DUNWOD",61760,31.34,0.95,-17.37
"01/26/2017 00:15:00","GENESE",61753,14.86,-0.52,-2.36
"01/26/2017 00:15:00","H Q",61844,12.76,-0.26,0.00
"01/26/2017 00:15:00","HUD VL",61758,31.41,0.99,-17.40
"01/26/2017 00:15:00","LONGIL",61762,31.51,1.11,-17.38
"01/26/2017 00:15:00","MHK VL",61756,16.62,0.33,-3.27
"01/26/2017 00:15:00","MILLWD",61759,31.53,0.98,-17.53
"01/26/2017 00:15:00","N.Y.C.",61761,31.45,1.05,-17.37
"01/26/2017 00:15:00","NORTH",61755,12.90,-0.12,0.00
"01/26/2017 00:15:00","NPX",61845,34.70,0.81,-20.87
"01/26/2017 00:15:00","O H",61846,15.05,-1.07,-3.10
"01/26/2017 00:15:00","PJM",61847,22.76,-0.04,-9.78
"01/26/2017 00:15:00","WEST",61752,15.08,-0.94,-3.00
"01/26/2017 00:20:00","CAPITL",61757,37.19,0.82,-23.43
