"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/18/2017","01/15/2017","Actual","ALB",35,17,29,15
"01/18/2017","01/15/2017","Actual","ART",29,15,27,14
"01/18/2017","01/15/2017","Actual","BGM",26,19,24,18
"01/18/2017","01/15/2017","Actual","BUF",31,21,27,20
"01/18/2017","01/15/2017","Actual","ELM",32,16,27,15
"01/18/2017","01/15/2017","Actual","HPN",38,23,32,22
"01/18/2017","01/15/2017","Actual","ISP",38,24,32,24
"01/18/2017","01/15/2017","Actual","JFK",41,31,33,27
"01/18/2017","01/15/2017","Actual","LGA",41,33,34,29
"01/18/2017","01/15/2017","Actual","MSS",26,13,23,12
"01/18/2017","01/15/2017","Actual","MSV",30,19,26,18
"01/18/2017","01/15/2017","Actual","PLB",25,12,23,11
"01/18/2017","01/15/2017","Actual","POU",39,17,31,16
"01/18/2017","01/15/2017","Actual","ROC",32,20,28,19
"01/18/2017","01/15/2017","Actual","SWF",37,18,32,18
"01/18/2017","01/15/2017","Actual","SYR",33,18,28,17
"01/18/2017","01/15/2017","Actual","UCA",31,20,27,19
"01/18/2017","01/16/2017","Actual","ALB",38,15,31,14
"01/18/2017","01/16/2017","Actual","ART",36,23,32,23
"01/18/2017","01/16/2017","Actual","BGM",35,17,30,16
"01/18/2017","01/16/2017","Actual","BUF",36,19,30,18
"01/18/2017","01/16/2017","Actual","ELM",44,12,34,11
"01/18/2017","01/16/2017","Actual","HPN",41,21,33,19
"01/18/2017","01/16/2017","Actual","ISP",41,21,35,20
"01/18/2017","01/16/2017","Actual","JFK",42,28,35,25
"01/18/2017","01/16/2017","Actual","LGA",44,32,36,27
"01/18/2017","01/16/2017","Actual","MSS",39,11,34,10
"01/18/2017","01/16/2017","Actual","MSV",37,10,31,9
"01/18/2017","01/16/2017","Actual","PLB",38,12,33,11
"01/18/2017","01/16/2017","Actual","POU",39,14,32,13
"01/18/2017","01/16/2017","Actual","ROC",41,19,33,18
"01/18/2017","01/16/2017","Actual","SWF",41,15,34,14
"01/18/2017","01/16/2017","Actual","SYR",40,19,32,18
"01/18/2017","01/16/2017","Actual","UCA",38,18,33,17
"01/18/2017","01/17/2017","Actual","ALB",34,20,33,19
"01/18/2017","01/17/2017","Actual","ART",36,18,36,18
"01/18/2017","01/17/2017","Actual","BGM",34,30,34,28
"01/18/2017","01/17/2017","Actual","BUF",45,32,44,30
"01/18/2017","01/17/2017","Actual","ELM",40,32,38,30
"01/18/2017","01/17/2017","Actual","HPN",38,36,36,32
"01/18/2017","01/17/2017","Actual","ISP",41,34,40,32
"01/18/2017","01/17/2017","Actual","JFK",42,40,41,35
"01/18/2017","01/17/2017","Actual","LGA",43,39,39,35
"01/18/2017","01/17/2017","Actual","MSS",34,18,31,17
"01/18/2017","01/17/2017","Actual","MSV",34,30,32,28
"01/18/2017","01/17/2017","Actual","PLB",34,22,32,21
"01/18/2017","01/17/2017","Actual","POU",37,31,35,29
"01/18/2017","01/17/2017","Actual","ROC",46,33,45,30
"01/18/2017","01/17/2017","Actual","SWF",37,34,36,32
"01/18/2017","01/17/2017","Actual","SYR",36,24,35,23
"01/18/2017","01/17/2017","Actual","UCA",32,23,32,22
"01/18/2017","01/18/2017","Forecast","ALB",37,33,36,32
"01/18/2017","01/18/2017","Forecast","ART",37,33,37,33
"01/18/2017","01/18/2017","Forecast","BGM",35,33,35,32
"01/18/2017","01/18/2017","Forecast","BUF",38,35,38,34
"01/18/2017","01/18/2017","Forecast","ELM",41,35,38,34
"01/18/2017","01/18/2017","Forecast","HPN",41,36,39,36
"01/18/2017","01/18/2017","Forecast","ISP",43,38,42,37
"01/18/2017","01/18/2017","Forecast","JFK",44,40,41,38
"01/18/2017","01/18/2017","Forecast","LGA",45,39,42,38
"01/18/2017","01/18/2017","Forecast","MSS",35,27,34,27
"01/18/2017","01/18/2017","Forecast","MSV",36,30,35,29
"01/18/2017","01/18/2017","Forecast","PLB",38,32,36,32
"01/18/2017","01/18/2017","Forecast","POU",39,32,38,32
"01/18/2017","01/18/2017","Forecast","ROC",46,37,44,36
"01/18/2017","01/18/2017","Forecast","SWF",39,34,38,34
"01/18/2017","01/18/2017","Forecast","SYR",37,35,36,34
"01/18/2017","01/18/2017","Forecast","UCA",34,32,34,32
"01/18/2017","01/19/2017","Forecast","ALB",40,33,37,31
"01/18/2017","01/19/2017","Forecast","ART",38,31,35,30
"01/18/2017","01/19/2017","Forecast","BGM",36,29,34,28
"01/18/2017","01/19/2017","Forecast","BUF",37,32,35,31
"01/18/2017","01/19/2017","Forecast","ELM",44,31,39,30
"01/18/2017","01/19/2017","Forecast","HPN",46,35,41,34
"01/18/2017","01/19/2017","Forecast","ISP",46,35,42,35
"01/18/2017","01/19/2017","Forecast","JFK",48,38,43,36
"01/18/2017","01/19/2017","Forecast","LGA",50,41,43,38
"01/18/2017","01/19/2017","Forecast","MSS",37,30,35,29
"01/18/2017","01/19/2017","Forecast","MSV",38,30,35,29
"01/18/2017","01/19/2017","Forecast","PLB",39,31,36,29
"01/18/2017","01/19/2017","Forecast","POU",44,30,40,30
"01/18/2017","01/19/2017","Forecast","ROC",40,33,37,32
"01/18/2017","01/19/2017","Forecast","SWF",45,32,40,31
"01/18/2017","01/19/2017","Forecast","SYR",38,32,36,31
"01/18/2017","01/19/2017","Forecast","UCA",35,30,34,30
