"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"01/16/2017 00:05:00","CAPITL",61757,24.79,1.47,0.00
"01/16/2017 00:05:00","CENTRL",61754,23.70,0.37,0.00
"01/16/2017 00:05:00","DUNWOD",61760,25.30,1.98,0.00
"01/16/2017 00:05:00","GENESE",61753,23.30,-0.02,0.00
"01/16/2017 00:05:00","H Q",61844,22.53,-0.79,0.00
"01/16/2017 00:05:00","HUD VL",61758,25.26,1.93,0.00
"01/16/2017 00:05:00","LONGIL",61762,25.89,2.57,0.00
"01/16/2017 00:05:00","MHK VL",61756,24.12,0.79,0.00
"01/16/2017 00:05:00","MILLWD",61759,25.35,2.03,0.00
"01/16/2017 00:05:00","N.Y.C.",61761,25.47,2.14,0.00
"01/16/2017 00:05:00","NORTH",61755,22.34,-0.98,0.00
"01/16/2017 00:05:00","NPX",61845,24.93,1.61,0.00
"01/16/2017 00:05:00","O H",61846,22.58,-0.75,0.00
"01/16/2017 00:05:00","PJM",61847,23.77,0.44,0.00
"01/16/2017 00:05:00","WEST",61752,23.00,-0.33,0.00
"01/16/2017 00:10:00","CAPITL",61757,29.94,1.78,0.00
"01/16/2017 00:10:00","CENTRL",61754,28.64,0.48,0.00
"01/16/2017 00:10:00","DUNWOD",61760,30.50,2.34,0.00
"01/16/2017 00:10:00","GENESE",61753,28.22,0.06,0.00
"01/16/2017 00:10:00","H Q",61844,27.21,-0.96,0.00
"01/16/2017 00:10:00","HUD VL",61758,30.48,2.31,0.00
"01/16/2017 00:10:00","LONGIL",61762,31.18,3.02,0.00
"01/16/2017 00:10:00","MHK VL",61756,29.12,0.96,0.00
"01/16/2017 00:10:00","MILLWD",61759,30.56,2.39,0.00
"01/16/2017 00:10:00","N.Y.C.",61761,30.70,2.54,0.00
"01/16/2017 00:10:00","NORTH",61755,26.98,-1.18,0.00
"01/16/2017 00:10:00","NPX",61845,30.08,1.92,0.00
"01/16/2017 00:10:00","O H",61846,27.41,-0.76,0.00
"01/16/2017 00:10:00","PJM",61847,28.76,0.59,0.00
"01/16/2017 00:10:00","WEST",61752,27.94,-0.23,0.00
"01/16/2017 00:15:00","CAPITL",61757,33.31,1.95,0.00
"01/16/2017 00:15:00","CENTRL",61754,32.03,0.66,0.00
"01/16/2017 00:15:00","DUNWOD",61760,33.78,2.42,0.00
"01/16/2017 00:15:00","GENESE",61753,31.59,0.22,0.00
"01/16/2017 00:15:00","H Q",61844,30.33,-1.03,0.00
"01/16/2017 00:15:00","HUD VL",61758,33.78,2.42,0.00
"01/16/2017 00:15:00","LONGIL",61762,34.53,3.17,0.00
"01/16/2017 00:15:00","MHK VL",61756,32.49,1.13,0.00
"01/16/2017 00:15:00","MILLWD",61759,33.88,2.51,0.00
"01/16/2017 00:15:00","N.Y.C.",61761,33.97,2.60,0.00
"01/16/2017 00:15:00","NORTH",61755,30.05,-1.32,0.00
"01/16/2017 00:15:00","NPX",61845,33.41,2.04,0.00
"01/16/2017 00:15:00","O H",61846,30.77,-0.60,0.00
"01/16/2017 00:15:00","PJM",61847,32.09,0.72,0.00
"01/16/2017 00:15:00","WEST",61752,31.37,0.00,0.00
"01/16/2017 00:20:00","CAPITL",61757,32.25,1.80,0.00
"01/16/2017 00:20:00","CENTRL",61754,31.22,0.76,0.00
"01/16/2017 00:20:00","DUNWOD",61760,32.68,2.22,0.00
"01/16/2017 00:20:00","GENESE",61753,30.88,0.43,0.00
"01/16/2017 00:20:00","H Q",61844,29.45,-1.00,0.00
"01/16/2017 00:20:00","HUD VL",61758,32.68,2.22,0.00
"01/16/2017 00:20:00","LONGIL",61762,33.41,2.95,0.00
"01/16/2017 00:20:00","MHK VL",61756,31.58,1.13,0.00
"01/16/2017 00:20:00","MILLWD",61759,32.77,2.31,0.00
"01/16/2017 00:20:00","N.Y.C.",61761,32.86,2.41,0.00
"01/16/2017 00:20:00","NORTH",61755,29.24,-1.22,0.00
"01/16/2017 00:20:00","NPX",61845,32.31,1.86,0.00
"01/16/2017 00:20:00","O H",61846,30.18,-0.27,0.00
"01/16/2017 00:20:00","PJM",61847,31.25,0.79,0.00
"01/16/2017 00:20:00","WEST",61752,30.79,0.34,0.00
"01/16/2017 00:25:00","CAPITL",61757,32.38,1.83,0.00
"01/16/2017 00:25:00","CENTRL",61754,31.19,0.64,0.00
"01/16/2017 00:25:00","DUNWOD",61760,32.87,2.32,0.00
"01/16/2017 00:25:00","GENESE",61753,30.92,0.37,0.00
"01/16/2017 00:25:00","H Q",61844,29.54,-1.01,0.00
