"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/28/2017","01/25/2017","Actual","ALB",40,31,35,28
"01/28/2017","01/25/2017","Actual","ART",35,26,35,25
"01/28/2017","01/25/2017","Actual","BGM",37,26,35,26
"01/28/2017","01/25/2017","Actual","BUF",46,33,43,30
"01/28/2017","01/25/2017","Actual","ELM",41,34,38,31
"01/28/2017","01/25/2017","Actual","HPN",46,35,39,32
"01/28/2017","01/25/2017","Actual","ISP",49,36,42,33
"01/28/2017","01/25/2017","Actual","JFK",50,38,42,34
"01/28/2017","01/25/2017","Actual","LGA",53,39,44,35
"01/28/2017","01/25/2017","Actual","MSS",35,27,34,26
"01/28/2017","01/25/2017","Actual","MSV",37,28,34,27
"01/28/2017","01/25/2017","Actual","PLB",33,26,31,25
"01/28/2017","01/25/2017","Actual","POU",42,32,37,30
"01/28/2017","01/25/2017","Actual","ROC",40,32,37,31
"01/28/2017","01/25/2017","Actual","SWF",43,34,38,32
"01/28/2017","01/25/2017","Actual","SYR",37,28,36,28
"01/28/2017","01/25/2017","Actual","UCA",35,27,35,27
"01/28/2017","01/26/2017","Actual","ALB",47,37,41,34
"01/28/2017","01/26/2017","Actual","ART",42,33,41,33
"01/28/2017","01/26/2017","Actual","BGM",39,31,38,30
"01/28/2017","01/26/2017","Actual","BUF",46,34,43,32
"01/28/2017","01/26/2017","Actual","ELM",42,33,37,32
"01/28/2017","01/26/2017","Actual","HPN",52,39,46,35
"01/28/2017","01/26/2017","Actual","ISP",50,42,46,36
"01/28/2017","01/26/2017","Actual","JFK",53,42,47,38
"01/28/2017","01/26/2017","Actual","LGA",56,46,47,38
"01/28/2017","01/26/2017","Actual","MSS",35,32,35,31
"01/28/2017","01/26/2017","Actual","MSV",46,32,41,31
"01/28/2017","01/26/2017","Actual","PLB",37,29,36,27
"01/28/2017","01/26/2017","Actual","POU",49,32,44,31
"01/28/2017","01/26/2017","Actual","ROC",44,36,41,34
"01/28/2017","01/26/2017","Actual","SWF",48,34,44,34
"01/28/2017","01/26/2017","Actual","SYR",45,33,43,33
"01/28/2017","01/26/2017","Actual","UCA",42,33,38,33
"01/28/2017","01/27/2017","Actual","ALB",39,34,34,29
"01/28/2017","01/27/2017","Actual","ART",36,32,33,30
"01/28/2017","01/27/2017","Actual","BGM",31,27,29,25
"01/28/2017","01/27/2017","Actual","BUF",35,30,32,27
"01/28/2017","01/27/2017","Actual","ELM",37,31,32,28
"01/28/2017","01/27/2017","Actual","HPN",41,35,35,31
"01/28/2017","01/27/2017","Actual","ISP",42,36,36,32
"01/28/2017","01/27/2017","Actual","JFK",45,37,36,32
"01/28/2017","01/27/2017","Actual","LGA",45,39,38,33
"01/28/2017","01/27/2017","Actual","MSS",35,30,33,28
"01/28/2017","01/27/2017","Actual","MSV",34,28,32,26
"01/28/2017","01/27/2017","Actual","PLB",34,27,31,25
"01/28/2017","01/27/2017","Actual","POU",40,35,34,30
"01/28/2017","01/27/2017","Actual","ROC",37,31,33,28
"01/28/2017","01/27/2017","Actual","SWF",39,34,34,30
"01/28/2017","01/27/2017","Actual","SYR",36,32,34,28
"01/28/2017","01/27/2017","Actual","UCA",34,30,33,29
"01/28/2017","01/28/2017","Forecast","ALB",36,30,31,27
"01/28/2017","01/28/2017","Forecast","ART",33,30,30,29
"01/28/2017","01/28/2017","Forecast","BGM",28,23,25,22
"01/28/2017","01/28/2017","Forecast","BUF",31,27,29,25
"01/28/2017","01/28/2017","Forecast","ELM",34,29,29,26
"01/28/2017","01/28/2017","Forecast","HPN",38,33,32,28
"01/28/2017","01/28/2017","Forecast","ISP",40,33,33,29
"01/28/2017","01/28/2017","Forecast","JFK",41,35,34,30
"01/28/2017","01/28/2017","Forecast","LGA",41,36,34,30
"01/28/2017","01/28/2017","Forecast","MSS",34,28,30,25
"01/28/2017","01/28/2017","Forecast","MSV",30,26,27,24
"01/28/2017","01/28/2017","Forecast","PLB",34,24,30,22
"01/28/2017","01/28/2017","Forecast","POU",37,30,31,27
"01/28/2017","01/28/2017","Forecast","ROC",34,30,30,27
"01/28/2017","01/28/2017","Forecast","SWF",37,30,31,27
"01/28/2017","01/28/2017","Forecast","SYR",33,29,29,26
"01/28/2017","01/28/2017","Forecast","UCA",31,27,29,25
"01/28/2017","01/29/2017","Forecast","ALB",35,25,30,22
"01/28/2017","01/29/2017","Forecast","ART",30,19,29,18
"01/28/2017","01/29/2017","Forecast","BGM",27,18,24,16
"01/28/2017","01/29/2017","Forecast","BUF",30,22,28,20
"01/28/2017","01/29/2017","Forecast","ELM",32,21,27,19
"01/28/2017","01/29/2017","Forecast","HPN",39,30,32,26
"01/28/2017","01/29/2017","Forecast","ISP",41,32,34,28
"01/28/2017","01/29/2017","Forecast","JFK",42,34,35,29
"01/28/2017","01/29/2017","Forecast","LGA",42,35,34,30
"01/28/2017","01/29/2017","Forecast","MSS",30,17,28,15
"01/28/2017","01/29/2017","Forecast","MSV",31,22,26,20
"01/28/2017","01/29/2017","Forecast","PLB",32,21,28,19
"01/28/2017","01/29/2017","Forecast","POU",38,26,31,24
"01/28/2017","01/29/2017","Forecast","ROC",30,24,28,22
"01/28/2017","01/29/2017","Forecast","SWF",38,27,31,24
"01/28/2017","01/29/2017","Forecast","SYR",30,23,27,21
"01/28/2017","01/29/2017","Forecast","UCA",28,18,25,17
