"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"01/04/2017 00:05:00","CAPITL",61757,27.44,1.60,0.00
"01/04/2017 00:05:00","CENTRL",61754,26.09,0.26,0.00
"01/04/2017 00:05:00","DUNWOD",61760,28.00,2.17,0.00
"01/04/2017 00:05:00","GENESE",61753,25.32,-0.52,0.00
"01/04/2017 00:05:00","H Q",61844,25.14,-0.70,0.00
"01/04/2017 00:05:00","HUD VL",61758,27.93,2.09,0.00
"01/04/2017 00:05:00","LONGIL",61762,28.55,2.71,0.00
"01/04/2017 00:05:00","MHK VL",61756,26.43,0.59,0.00
"01/04/2017 00:05:00","MILLWD",61759,28.03,2.19,0.00
"01/04/2017 00:05:00","N.Y.C.",61761,28.16,2.33,0.00
"01/04/2017 00:05:00","NORTH",61755,25.08,-0.75,0.00
"01/04/2017 00:05:00","NPX",61845,-9.56,1.83,37.23
"01/04/2017 00:05:00","O H",61846,24.49,-1.34,0.00
"01/04/2017 00:05:00","PJM",61847,26.27,0.44,0.00
"01/04/2017 00:05:00","WEST",61752,24.83,-1.01,0.00
"01/04/2017 00:10:00","CAPITL",61757,27.50,1.61,0.00
"01/04/2017 00:10:00","CENTRL",61754,26.16,0.26,0.00
"01/04/2017 00:10:00","DUNWOD",61760,28.05,2.15,0.00
"01/04/2017 00:10:00","GENESE",61753,25.40,-0.49,0.00
"01/04/2017 00:10:00","H Q",61844,25.22,-0.67,0.00
"01/04/2017 00:10:00","HUD VL",61758,27.97,2.07,0.00
"01/04/2017 00:10:00","LONGIL",61762,28.59,2.69,0.00
"01/04/2017 00:10:00","MHK VL",61756,26.47,0.57,0.00
"01/04/2017 00:10:00","MILLWD",61759,28.07,2.18,0.00
"01/04/2017 00:10:00","N.Y.C.",61761,28.21,2.30,0.00
"01/04/2017 00:10:00","NORTH",61755,25.17,-0.72,0.00
"01/04/2017 00:10:00","NPX",61845,-9.52,1.81,37.23
"01/04/2017 00:10:00","O H",61846,24.58,-1.32,0.00
"01/04/2017 00:10:00","PJM",61847,26.34,0.44,0.00
"01/04/2017 00:10:00","WEST",61752,24.94,-0.96,0.00
"01/04/2017 00:15:00","CAPITL",61757,27.32,1.57,0.00
"01/04/2017 00:15:00","CENTRL",61754,26.09,0.33,0.00
"01/04/2017 00:15:00","DUNWOD",61760,27.74,1.98,0.00
"01/04/2017 00:15:00","GENESE",61753,25.29,-0.46,0.00
"01/04/2017 00:15:00","H Q",61844,25.11,-0.64,0.00
"01/04/2017 00:15:00","HUD VL",61758,27.68,1.93,0.00
"01/04/2017 00:15:00","LONGIL",61762,28.30,2.55,0.00
"01/04/2017 00:15:00","MHK VL",61756,26.40,0.64,0.00
"01/04/2017 00:15:00","MILLWD",61759,27.79,2.03,0.00
"01/04/2017 00:15:00","N.Y.C.",61761,27.86,2.11,0.00
"01/04/2017 00:15:00","NORTH",61755,25.08,-0.67,0.00
"01/04/2017 00:15:00","NPX",61845,-9.75,1.73,37.23
"01/04/2017 00:15:00","O H",61846,24.54,-1.21,0.00
"01/04/2017 00:15:00","PJM",61847,26.27,0.51,0.00
"01/04/2017 00:15:00","WEST",61752,24.85,-0.90,0.00
"01/04/2017 00:17:11","CAPITL",61757,27.23,1.59,0.00
"01/04/2017 00:17:11","CENTRL",61754,26.00,0.36,0.00
"01/04/2017 00:17:11","DUNWOD",61760,27.64,2.00,0.00
"01/04/2017 00:17:11","GENESE",61753,25.23,-0.41,0.00
"01/04/2017 00:17:11","H Q",61844,24.97,-0.67,0.00
"01/04/2017 00:17:11","HUD VL",61758,27.59,1.95,0.00
"01/04/2017 00:17:11","LONGIL",61762,28.21,2.56,0.00
"01/04/2017 00:17:11","MHK VL",61756,26.28,0.64,0.00
"01/04/2017 00:17:11","MILLWD",61759,27.67,2.03,0.00
"01/04/2017 00:17:11","N.Y.C.",61761,27.74,2.10,0.00
"01/04/2017 00:17:11","NORTH",61755,24.92,-0.72,0.00
"01/04/2017 00:17:11","NPX",61845,27.39,1.74,0.00
"01/04/2017 00:17:11","O H",61846,24.51,-1.13,0.00
"01/04/2017 00:17:11","PJM",61847,26.18,0.54,0.00
"01/04/2017 00:17:11","WEST",61752,24.82,-0.82,0.00
"01/04/2017 00:18:53","CAPITL",61757,28.49,1.64,0.00
"01/04/2017 00:18:53","CENTRL",61754,27.23,0.38,0.00
"01/04/2017 00:18:53","DUNWOD",61760,28.97,2.12,0.00
"01/04/2017 00:18:53","GENESE",61753,26.37,-0.48,0.00
"01/04/2017 00:18:53","H Q",61844,26.15,-0.70,0.00
"01/04/2017 00:18:53","HUD VL",61758,28.92,2.07,0.00
"01/04/2017 00:18:53","LONGIL",61762,29.56,2.71,0.00
"01/04/2017 00:18:53","MHK VL",61756,27.55,0.70,0.00
"01/04/2017 00:18:53","MILLWD",61759,29.03,2.17,0.00
"01/04/2017 00:18:53","N.Y.C.",61761,29.14,2.28,0.00
"01/04/2017 00:18:53","NORTH",61755,26.15,-0.70,0.00
"01/04/2017 00:18:53","NPX",61845,28.68,1.83,0.00
"01/04/2017 00:18:53","O H",61846,25.59,-1.26,0.00
"01/04/2017 00:18:53","PJM",61847,27.44,0.59,0.00
"01/04/2017 00:18:53","WEST",61752,25.89,-0.97,0.00
"01/04/2017 00:20:00","CAPITL",61757,28.44,1.64,0.00
"01/04/2017 00:20:00","CENTRL",61754,27.10,0.30,0.00
"01/04/2017 00:20:00","DUNWOD",61760,28.97,2.17,0.00
"01/04/2017 00:20:00","GENESE",61753,26.27,-0.54,0.00
"01/04/2017 00:20:00","H Q",61844,26.10,-0.70,0.00
"01/04/2017 00:20:00","HUD VL",61758,28.89,2.09,0.00
"01/04/2017 00:20:00","LONGIL",61762,29.54,2.74,0.00
"01/04/2017 00:20:00","MHK VL",61756,27.47,0.67,0.00
"01/04/2017 00:20:00","MILLWD",61759,29.00,2.20,0.00
"01/04/2017 00:20:00","N.Y.C.",61761,29.11,2.31,0.00
"01/04/2017 00:20:00","NORTH",61755,26.10,-0.70,0.00
"01/04/2017 00:20:00","NPX",61845,28.65,1.85,0.00
"01/04/2017 00:20:00","O H",61846,25.46,-1.34,0.00
"01/04/2017 00:20:00","PJM",61847,27.31,0.51,0.00
"01/04/2017 00:20:00","WEST",61752,25.76,-1.05,0.00
"01/04/2017 00:25:00","CAPITL",61757,28.44,1.64,0.00
"01/04/2017 00:25:00","CENTRL",61754,27.10,0.30,0.00
"01/04/2017 00:25:00","DUNWOD",61760,28.97,2.17,0.00
"01/04/2017 00:25:00","GENESE",61753,26.27,-0.54,0.00
"01/04/2017 00:25:00","H Q",61844,26.10,-0.70,0.00
"01/04/2017 00:25:00","HUD VL",61758,28.89,2.09,0.00
"01/04/2017 00:25:00","LONGIL",61762,29.54,2.74,0.00
"01/04/2017 00:25:00","MHK VL",61756,27.47,0.67,0.00
"01/04/2017 00:25:00","MILLWD",61759,29.00,2.20,0.00
"01/04/2017 00:25:00","N.Y.C.",61761,29.11,2.31,0.00
"01/04/2017 00:25:00","NORTH",61755,26.10,-0.70,0.00
"01/04/2017 00:25:00","NPX",61845,28.65,1.85,0.00
"01/04/2017 00:25:00","O H",61846,25.46,-1.34,0.00
